Occurred_Date_From,ReformattedTime,DateTime,Occurred_Time_From,Description,district,Weekday,Month,Year,100 Block,100 Block CLEANED,AddressConsolidated,Lat,Long,,
11-15-10,9:27 AM,11-15-10 9:27 AM,927,THEFT BICYCLE OVER $5000,1,2,November,2010,200 BLOCK BURRARD ST   ,200 BURRARD ST,200 BURRARD ST,49.2879198,-123.1155763,,
11-15-10,12:00 PM,11-15-10 12:00 PM,1200,THEFT BICYCLE UNDER $5000,4,2,November,2010,1600 VINE ST    ,1600 VINE ST,1600 VINE ST,49.2717338,-123.1573573,,
11-15-10,12:00 PM,11-15-10 12:00 PM,1200,THEFT BICYCLE UNDER $5000,1,2,November,2010,BARCLAY ST / BURRARD ST,BARCLAY ST / BURRARD ST,BARCLAY ST & BURRARD ST,49.2818935,-123.1249206,,
11-15-10,7:00 PM,11-15-10 7:00 PM,1900,THEFT BICYCLE UNDER $5000,2,2,November,2010,600 ABBOTT ST    ,600 ABBOTT ST,600 ABBOTT ST,49.2796864,-123.1075819,,
11-15-10,7:00 PM,11-15-10 7:00 PM,1900,THEFT BICYCLE UNDER $5000,3,2,November,2010,3300 RUPERT ST    ,3300 RUPERT ST,3300 RUPERT ST,49.2546917,-123.033681,,
11-16-10,6:00 PM,11-16-10 6:00 PM,1800,THEFT BICYCLE UNDER $5000,4,3,November,2010,2600 LARCH ST    ,2600 LARCH ST,2600 LARCH ST,49.263027,-123.1624113,,
11-16-10,7:00 PM,11-16-10 7:00 PM,1900,THEFT BICYCLE UNDER $5000,1,3,November,2010,1300 BROUGHTON ST    ,1300 BROUGHTON ST,1300 BROUGHTON ST,49.2830014,-123.137342,,
11-16-10,8:23 PM,11-16-10 8:23 PM,2023,THEFT BICYCLE UNDER $5000,4,3,November,2010,2400 W 12TH AVE   ,2400 W 12TH AVE,2400 W 12TH AVE,49.2611059,-123.1600246,,
11-18-10,4:48 AM,11-18-10 4:48 AM,448,THEFT BICYCLE UNDER $5000,2,5,November,2010,0 KEEFER PL    ,0 KEEFER PL,0 KEEFER PL,49.2794633,-123.1062293,,
11-18-10,8:45 AM,11-18-10 8:45 AM,845,THEFT BICYCLE UNDER $5000,1,5,November,2010,DUNSMUIR ST / SEYMOUR ST,DUNSMUIR ST / SEYMOUR ST,DUNSMUIR ST & SEYMOUR ST,49.2829861,-123.1154242,,
11-18-10,10:17 AM,11-18-10 10:17 AM,1017,THEFT BICYCLE UNDER $5000,1,5,November,2010,1100 W GEORGIA ST   ,1100 W GEORGIA ST,1100 W GEORGIA ST,49.2851682,-123.1221303,,
11-18-10,12:00 PM,11-18-10 12:00 PM,1200,THEFT BICYCLE UNDER $5000,1,5,November,2010,900 CANADA PL    ,900 CANADA PL,900 CANADA PL,49.2872868,-123.1137298,,
11-18-10,5:30 PM,11-18-10 5:30 PM,1730,THEFT BICYCLE UNDER $5000,1,5,November,2010,2000 NELSON ST    ,2000 NELSON ST,2000 NELSON ST,49.2912931,-123.1415801,,
11-19-10,3:30 PM,11-19-10 3:30 PM,1530,THEFT BICYCLE UNDER $5000,1,6,November,2010,300 W GEORGIA ST   ,300 W GEORGIA ST,300 W GEORGIA ST,49.2799928,-123.1145652,,
11-20-10,12:00 AM,11-20-10 12:00 AM,0,THEFT BICYCLE UNDER $5000,4,7,November,2010,400 E 21ST AVE   ,400 E 21ST AVE,400 E 21ST AVE,49.2520134,-123.0965177,,
11-21-10,12:00 PM,11-21-10 12:00 PM,1200,THEFT BICYCLE UNDER $5000,1,1,November,2010,300 W GEORGIA ST   ,300 W GEORGIA ST,300 W GEORGIA ST,49.2799928,-123.1145652,,
11-21-10,11:09 PM,11-21-10 11:09 PM,2309,THEFT BICYCLE UNDER $5000,2,1,November,2010,100 BLOCK WATER ST   ,100 WATER ST,100 WATER ST,49.2838562,-123.1065416,,
11-22-10,8:35 AM,11-22-10 8:35 AM,835,THEFT BICYCLE UNDER $5000,4,2,November,2010,5300 EAST BLVD    ,5300 EAST BLVD,5300 EAST BLVD,49.238281,-123.1548528,,
11-22-10,1:30 PM,11-22-10 1:30 PM,1330,THEFT BICYCLE UNDER $5000,1,2,November,2010,300 W GEORGIA ST   ,300 W GEORGIA ST,300 W GEORGIA ST,49.2799928,-123.1145652,,
11-22-10,4:00 PM,11-22-10 4:00 PM,1600,THEFT BICYCLE UNDER $5000,3,2,November,2010,800 E 21ST AVE   ,800 E 21ST AVE,800 E 21ST AVE,49.2518632,-123.0876597,,
11-24-10,5:00 PM,11-24-10 5:00 PM,1700,THEFT BICYCLE UNDER $5000,1,4,November,2010,DAVIE ST / GRANVILLE ST,DAVIE ST / GRANVILLE ST,DAVIE ST & GRANVILLE ST,49.277146,-123.1261827,,
11-25-10,7:30 PM,11-25-10 7:30 PM,1930,THEFT BICYCLE UNDER $5000,4,5,November,2010,1300 CARTWRIGHT ST    ,1300 CARTWRIGHT ST,1300 CARTWRIGHT ST,49.2697945,-123.1338688,,
11-28-10,3:00 PM,11-28-10 3:00 PM,1500,THEFT BICYCLE UNDER $5000,1,1,November,2010,1500 NELSON ST    ,1500 NELSON ST,1500 NELSON ST,49.2866238,-123.1343712,,
11-28-10,4:30 PM,11-28-10 4:30 PM,1630,THEFT BICYCLE UNDER $5000,4,1,November,2010,4500 FRASER ST    ,4500 FRASER ST,4500 FRASER ST,49.2447297,-123.0902336,,
11-29-10,1:38 AM,11-29-10 1:38 AM,138,THEFT BICYCLE UNDER $5000,3,2,November,2010,600 E 57TH AVE   ,600 E 57TH AVE,600 E 57TH AVE,49.2182817,-123.0931542,,
11-30-10,5:00 PM,11-30-10 5:00 PM,1700,THEFT BICYCLE UNDER $5000,1,3,November,2010,1300 RICHARDS ST    ,1300 RICHARDS ST,1300 RICHARDS ST,49.2747753,-123.1258871,,
12-1-10,8:18 PM,12-1-10 8:18 PM,2018,THEFT BICYCLE UNDER $5000,3,4,December,2010,800 E 7TH AVE   ,800 E 7TH AVE,800 E 7TH AVE,49.2643118,-123.0870469,,
12-1-10,8:30 PM,12-1-10 8:30 PM,2030,THEFT BICYCLE UNDER $5000,1,4,December,2010,0 STANLEY PARK CSWY   ,0 STANLEY PARK CSWY,0 STANLEY PARK CSWY,49.3034814,-123.1450723,,
12-2-10,12:00 PM,12-2-10 12:00 PM,1200,THEFT BICYCLE UNDER $5000,4,5,December,2010,2600 W 6TH AVE   ,2600 W 6TH AVE,2600 W 6TH AVE,49.2665732,-123.1647505,,
12-2-10,7:17 PM,12-2-10 7:17 PM,1917,THEFT BICYCLE UNDER $5000,1,5,December,2010,100 REGIMENT SQ    ,100 REGIMENT SQ,100 REGIMENT SQ,49.2785605,-123.1100619,,
12-2-10,8:00 PM,12-2-10 8:00 PM,2000,THEFT BICYCLE UNDER $5000,4,5,December,2010,600 LEG IN BOOT SQ  ,600 LEG IN BOOT SQ,600 LEG IN BOOT SQ,49.2672489,-123.119357,,
12-3-10,6:47 PM,12-3-10 6:47 PM,1847,THEFT BICYCLE UNDER $5000,4,6,December,2010,2000 BLOCK W 4TH AVE  ,2000 W 4TH AVE,2000 W 4TH AVE,49.2681119,-123.1504891,,
12-3-10,7:00 PM,12-3-10 7:00 PM,1900,THEFT BICYCLE UNDER $5000,4,6,December,2010,W 10TH AVE / CAMBIE ST,W 10TH AVE / CAMBIE ST,W 10TH AVE & CAMBIE ST,49.2622736,-123.1147862,,
12-4-10,7:04 PM,12-4-10 7:04 PM,1904,THEFT BICYCLE UNDER $5000,3,7,December,2010,100 BLOCK E BROADWAY AVE  ,100 E BROADWAY AVE,100 E BROADWAY,49.2629581,-123.1030492,,
12-5-10,8:31 AM,12-5-10 8:31 AM,831,THEFT BICYCLE UNDER $5000,3,1,December,2010,1100 E 22ND AVE   ,1100 E 22ND AVE,1100 E 22ND AVE,49.2504285,-123.0759604,,
12-7-10,11:15 AM,12-7-10 11:15 AM,1115,THEFT BICYCLE UNDER $5000,3,3,December,2010,0 E 2ND AVE   ,0 E 2ND AVE,0 E 2ND AVE,49.2691795,-123.1045455,,
12-7-10,7:14 PM,12-7-10 7:14 PM,1914,THEFT BICYCLE UNDER $5000,4,3,December,2010,600 W 41ST AVE   ,600 W 41ST AVE,600 W 41ST AVE,49.2335528,-123.1173755,,
12-8-10,12:00 AM,12-8-10 12:00 AM,0,THEFT BICYCLE UNDER $5000,2,4,December,2010,600 ABBOTT ST    ,600 ABBOTT ST,600 ABBOTT ST,49.2796864,-123.1075819,,
12-9-10,1:30 AM,12-9-10 1:30 AM,130,THEFT BICYCLE UNDER $5000,2,5,December,2010,2700 WILLIAM ST    ,2700 WILLIAM ST,2700 WILLIAM ST,49.2741259,-123.0495367,,
12-10-10,12:00 PM,12-10-10 12:00 PM,1200,THEFT BICYCLE UNDER $5000,2,6,December,2010,100 BLOCK E PENDER ST  ,100 E PENDER ST,100 E PENDER ST,49.2804197,-123.1021777,,
12-10-10,3:00 PM,12-10-10 3:00 PM,1500,THEFT BICYCLE UNDER $5000,1,6,December,2010,BEATTY WALK / BEATTY ST,BEATTY WALK / BEATTY ST,BEATTY WALK & BEATTY ST,49.2787161,-123.112285,,
12-10-10,4:50 PM,12-10-10 4:50 PM,1650,THEFT BICYCLE UNDER $5000,2,6,December,2010,ETON ST / N NANAIMO ST,ETON ST / N NANAIMO ST,ETON ST & N NANAIMO ST,49.2875139,-123.056521,,
12-12-10,12:00 PM,12-12-10 12:00 PM,1200,THEFT BICYCLE UNDER $5000,2,1,December,2010,100 KEEFER PL    ,100 KEEFER PL,100 KEEFER PL,49.2798055,-123.1082595,,
12-12-10,12:00 PM,12-12-10 12:00 PM,1200,THEFT BICYCLE UNDER $5000,1,1,December,2010,1100 RICHARDS ST    ,1100 RICHARDS ST,1100 RICHARDS ST,49.2768712,-123.1227057,,
12-12-10,3:00 PM,12-12-10 3:00 PM,1500,THEFT BICYCLE UNDER $5000,1,1,December,2010,800 JERVIS ST    ,800 JERVIS ST,800 JERVIS ST,49.2872687,-123.1281417,,
12-13-10,11:25 AM,12-13-10 11:25 AM,1125,THEFT BICYCLE UNDER $5000,4,2,December,2010,2800 ALBERTA ST    ,2800 ALBERTA ST,2800 ALBERTA ST,49.2602056,-123.111032,,
12-13-10,7:00 PM,12-13-10 7:00 PM,1900,THEFT BICYCLE UNDER $5000,4,2,December,2010,3700 MACKENZIE ST    ,3700 MACKENZIE ST,3700 MACKENZIE ST,49.2604895,-123.1702647,,
12-14-10,7:00 PM,12-14-10 7:00 PM,1900,THEFT BICYCLE UNDER $5000,2,3,December,2010,1600 KAMLOOPS ST    ,1600 KAMLOOPS ST,1600 KAMLOOPS ST,49.2703832,-123.054675,,
12-15-10,12:00 PM,12-15-10 12:00 PM,1200,THEFT BICYCLE UNDER $5000,3,4,December,2010,3400 VANNESS AVE    ,3400 VANNESS AVE,3400 VANNESS AVE,49.2382366,-123.0319066,,
12-15-10,8:00 PM,12-15-10 8:00 PM,2000,THEFT BICYCLE UNDER $5000,2,4,December,2010,600 ABBOTT ST    ,600 ABBOTT ST,600 ABBOTT ST,49.2796864,-123.1075819,,
12-17-10,8:46 AM,12-17-10 8:46 AM,846,THEFT BICYCLE UNDER $5000,4,6,December,2010,200 W 17TH AVE   ,200 W 17TH AVE,200 W 17TH AVE,49.2557624,-123.1096305,,
12-17-10,12:00 PM,12-17-10 12:00 PM,1200,THEFT BICYCLE UNDER $5000,2,6,December,2010,COMMERCIAL DR / PARKER ST,COMMERCIAL DR / PARKER ST,COMMERCIAL DR & PARKER ST,49.2757606,-123.0695004,,
12-17-10,3:00 PM,12-17-10 3:00 PM,1500,THEFT BICYCLE UNDER $5000,3,6,December,2010,3400 VANNESS AVE    ,3400 VANNESS AVE,3400 VANNESS AVE,49.2382366,-123.0319066,,
12-18-10,12:00 PM,12-18-10 12:00 PM,1200,THEFT BICYCLE UNDER $5000,2,7,December,2010,100 ALEXANDER ST    ,100 ALEXANDER ST,100 ALEXANDER ST,49.283722,-123.1022428,,
12-18-10,12:00 PM,12-18-10 12:00 PM,1200,THEFT BICYCLE UNDER $5000,3,7,December,2010,500 E 7TH AVE   ,500 E 7TH AVE,500 E 7TH AVE,49.2643487,-123.0928633,,
12-18-10,5:30 PM,12-18-10 5:30 PM,1730,THEFT BICYCLE UNDER $5000,4,7,December,2010,3200 SW MARINE DR   ,3200 SW MARINE DR,3200 SW MARINE DR,49.2291193,-123.176028,,
12-19-10,6:00 PM,12-19-10 6:00 PM,1800,THEFT BICYCLE UNDER $5000,1,1,December,2010,1200 HOWE ST    ,1200 HOWE ST,1200 HOWE ST,49.277757,-123.1273087,,
12-20-10,12:00 PM,12-20-10 12:00 PM,1200,THEFT BICYCLE UNDER $5000,4,2,December,2010,800 W 8TH AVE   ,800 W 8TH AVE,800 W 8TH AVE,49.2642521,-123.121905,,
12-20-10,9:30 PM,12-20-10 9:30 PM,2130,THEFT BICYCLE UNDER $5000,4,2,December,2010,0 E 37TH AVE   ,0 E 37TH AVE,0 E 37TH AVE,49.2373158,-123.1053154,,
12-21-10,9:00 PM,12-21-10 9:00 PM,2100,THEFT BICYCLE UNDER $5000,4,3,December,2010,3500 W BROADWAY AVE   ,3500 W BROADWAY AVE,3500 W BROADWAY,49.2642947,-123.1817416,,
12-23-10,11:00 AM,12-23-10 11:00 AM,1100,THEFT BICYCLE UNDER $5000,4,5,December,2010,1300 W 11TH AVE   ,1300 W 11TH AVE,1300 W 11TH AVE,49.2616304,-123.1336643,,
12-26-10,10:00 PM,12-26-10 10:00 PM,2200,THEFT BICYCLE UNDER $5000,4,1,December,2010,6800 BLENHEIM ST    ,6800 BLENHEIM ST,6800 BLENHEIM ST,49.2246684,-123.1788523,,
12-26-10,10:30 PM,12-26-10 10:30 PM,2230,THEFT BICYCLE UNDER $5000,4,1,December,2010,700 W 49TH AVE   ,700 W 49TH AVE,700 W 49TH AVE,49.2262839,-123.1209039,,
12-27-10,1:00 AM,12-27-10 1:00 AM,100,THEFT BICYCLE UNDER $5000,1,2,December,2010,2000 PENDRELL ST    ,2000 PENDRELL ST,2000 PENDRELL ST,49.2898786,-123.1437086,,
12-28-10,12:30 AM,12-28-10 12:30 AM,30,THEFT BICYCLE UNDER $5000,1,3,December,2010,1200 BURRARD ST    ,1200 BURRARD ST,1200 BURRARD ST,49.2787832,-123.1292068,,
12-28-10,5:45 PM,12-28-10 5:45 PM,1745,THEFT BICYCLE UNDER $5000,3,3,December,2010,COMMERCIAL DR / E BROADWAY AVE,COMMERCIAL DR / E BROADWAY AVE,COMMERCIAL DR & E BROADWAY,49.2623855,-123.0697676,,
12-28-10,7:30 PM,12-28-10 7:30 PM,1930,THEFT BICYCLE UNDER $5000,2,3,December,2010,1800 FRANCES ST    ,1800 FRANCES ST,1800 FRANCES ST,49.2793816,-123.0684378,,
12-29-10,12:05 AM,12-29-10 12:05 AM,5,THEFT BICYCLE UNDER $5000,1,4,December,2010,1000 BURRARD ST    ,1000 BURRARD ST,1000 BURRARD ST,49.2811755,-123.1259815,,
12-29-10,7:30 AM,12-29-10 7:30 AM,730,THEFT BICYCLE UNDER $5000,2,4,December,2010,600 UNION ST    ,600 UNION ST,600 UNION ST,49.2775188,-123.0915326,,
12-29-10,9:30 AM,12-29-10 9:30 AM,930,THEFT BICYCLE UNDER $5000,4,4,December,2010,1400 CREEKSIDE DR    ,1400 CREEKSIDE DR,1400 CREEKSIDE DR,49.2728414,-123.140901,,
12-30-10,11:30 AM,12-30-10 11:30 AM,1130,THEFT BICYCLE UNDER $5000,4,5,December,2010,CAMBIE ST / W BROADWAY AVE,CAMBIE ST / W BROADWAY AVE,CAMBIE ST & W BROADWAY,49.2632359,-123.1150281,,
12-30-10,6:00 PM,12-30-10 6:00 PM,1800,THEFT BICYCLE UNDER $5000,2,5,December,2010,COMMERCIAL DR / GRANT ST,COMMERCIAL DR / GRANT ST,COMMERCIAL DR & GRANT ST,49.2712863,-123.0695676,,
12-31-10,4:00 PM,12-31-10 4:00 PM,1600,THEFT BICYCLE UNDER $5000,4,6,December,2010,1500 MARINER WALK    ,1500 MARINER WALK,1500 MARINER WALK,49.2697258,-123.1391236,,
1-1-11,12:00 AM,1-1-11 12:00 AM,0,THEFT BICYCLE UNDER $5000,1,7,January,2011,700 RICHARDS ST    ,700 RICHARDS ST,700 RICHARDS ST,49.2811663,-123.1162367,,
1-2-11,12:00 AM,1-2-11 12:00 AM,0,THEFT BICYCLE UNDER $5000,2,1,January,2011,600 ABBOTT ST    ,600 ABBOTT ST,600 ABBOTT ST,49.2796864,-123.1075819,,
1-2-11,12:01 AM,1-2-11 12:01 AM,1,THEFT BICYCLE UNDER $5000,1,1,January,2011,1000 BLOCK BURRARD ST   ,1000 BURRARD ST,1000 BURRARD ST,49.2811755,-123.1259815,,
1-2-11,7:00 PM,1-2-11 7:00 PM,1900,THEFT BICYCLE UNDER $5000,2,1,January,2011,2000 WALL ST    ,2000 WALL ST,2000 WALL ST,49.2849098,-123.0635398,,
1-3-11,8:00 PM,1-3-11 8:00 PM,2000,THEFT BICYCLE UNDER $5000,3,2,January,2011,400 E 5TH AVE   ,400 E 5TH AVE,400 E 5TH AVE,49.2662086,-123.0955326,,
1-4-11,7:33 AM,1-4-11 7:33 AM,733,THEFT BICYCLE UNDER $5000,2,3,January,2011,100 E HASTINGS ST   ,100 E HASTINGS ST,100 E HASTINGS ST,49.2812374,-123.1020531,,
1-4-11,1:30 PM,1-4-11 1:30 PM,1330,THEFT BICYCLE UNDER $5000,2,3,January,2011,800 JACKSON AVE    ,800 JACKSON AVE,800 JACKSON AVE,49.2770842,-123.0935802,,
1-7-11,12:00 AM,1-7-11 12:00 AM,0,THEFT BICYCLE UNDER $5000,4,6,January,2011,5700 ANGUS DR    ,5700 ANGUS DR,5700 ANGUS DR,49.2345089,-123.1476693,,
1-7-11,5:00 PM,1-7-11 5:00 PM,1700,THEFT BICYCLE UNDER $5000,4,6,January,2011,2700 W 15TH AVE   ,2700 W 15TH AVE,2700 W 15TH AVE,49.2586367,-123.1663531,,
1-10-11,6:00 PM,1-10-11 6:00 PM,1800,THEFT BICYCLE UNDER $5000,3,2,January,2011,3200 RENFREW ST    ,3200 RENFREW ST,3200 RENFREW ST,49.2553722,-123.0443118,,
1-11-11,12:00 PM,1-11-11 12:00 PM,1200,THEFT BICYCLE UNDER $5000,2,3,January,2011,1500 KITCHENER ST    ,1500 KITCHENER ST,1500 KITCHENER ST,49.2721712,-123.0733313,,
1-12-11,5:20 PM,1-12-11 5:20 PM,1720,THEFT BICYCLE UNDER $5000,2,4,January,2011,1500 MCLEAN DR    ,1500 MCLEAN DR,1500 MCLEAN DR,49.2714709,-123.0753539,,
1-13-11,8:30 AM,1-13-11 8:30 AM,830,THEFT BICYCLE UNDER $5000,1,5,January,2011,100 W GEORGIA ST   ,100 W GEORGIA ST,100 W GEORGIA ST,49.2787407,-123.112347,,
1-15-11,12:45 AM,1-15-11 12:45 AM,45,THEFT BICYCLE UNDER $5000,4,7,January,2011,1000 W BROADWAY AVE   ,1000 W BROADWAY AVE,1000 W BROADWAY,49.2633467,-123.1266818,,
1-15-11,12:55 PM,1-15-11 12:55 PM,1255,THEFT BICYCLE UNDER $5000,2,7,January,2011,100 BLOCK WATER ST   ,100 WATER ST,100 WATER ST,49.2838562,-123.1065416,,
1-15-11,5:30 PM,1-15-11 5:30 PM,1730,THEFT BICYCLE UNDER $5000,4,7,January,2011,6300 LARCH ST    ,6300 LARCH ST,6300 LARCH ST,49.2290711,-123.1629583,,
1-16-11,12:00 AM,1-16-11 12:00 AM,0,THEFT BICYCLE UNDER $5000,4,1,January,2011,1200 W 6TH AVE   ,1200 W 6TH AVE,1200 W 6TH AVE,49.2660242,-123.1312446,,
1-16-11,4:00 PM,1-16-11 4:00 PM,1600,THEFT BICYCLE UNDER $5000,2,1,January,2011,3200 E GEORGIA ST   ,3200 E GEORGIA ST,3200 E GEORGIA ST,49.2782443,-123.0364397,,
1-17-11,7:00 PM,1-17-11 7:00 PM,1900,THEFT BICYCLE UNDER $5000,3,2,January,2011,700 GREAT NORTHERN WAY   ,700 GREAT NORTHERN WAY,700 GREAT NORTHERN WAY,49.265709,-123.0840968,,
1-17-11,7:40 PM,1-17-11 7:40 PM,1940,THEFT BICYCLE UNDER $5000,1,2,January,2011,1100 DAVIE ST    ,1100 DAVIE ST,1100 DAVIE ST,49.2804972,-123.131329,,
1-17-11,8:00 PM,1-17-11 8:00 PM,2000,THEFT BICYCLE UNDER $5000,3,2,January,2011,300 E 14TH AVE   ,300 E 14TH AVE,300 E 14TH AVE,49.2583969,-123.0982904,,
1-19-11,12:00 PM,1-19-11 12:00 PM,1200,THEFT BICYCLE UNDER $5000,4,4,January,2011,100 W 49TH AVE   ,100 W 49TH AVE,100 W 49TH AVE,49.2257492,-123.1094354,,
1-20-11,12:00 AM,1-20-11 12:00 AM,0,THEFT BICYCLE UNDER $5000,2,5,January,2011,1900 E 2ND AVE   ,1900 E 2ND AVE,1900 E 2ND AVE,49.268671,-123.0656692,,
1-21-11,9:14 PM,1-21-11 9:14 PM,2114,THEFT BICYCLE UNDER $5000,4,6,January,2011,1200 W 12TH AVE   ,1200 W 12TH AVE,1200 W 12TH AVE,49.2606532,-123.1315742,,
1-22-11,8:00 AM,1-22-11 8:00 AM,800,THEFT BICYCLE UNDER $5000,3,7,January,2011,2600 GLEN DR    ,2600 GLEN DR,2600 GLEN DR,49.2613982,-123.0813628,,
1-22-11,12:00 PM,1-22-11 12:00 PM,1200,THEFT BICYCLE UNDER $5000,3,7,January,2011,200 E 16TH AVE   ,200 E 16TH AVE,200 E 16TH AVE,49.2565687,-123.101206,,
1-22-11,3:25 PM,1-22-11 3:25 PM,1525,THEFT BICYCLE OVER $5000,4,7,January,2011,2600 W 4TH AVE   ,2600 W 4TH AVE,2600 W 4TH AVE,49.2683296,-123.164636,,
1-24-11,7:00 PM,1-24-11 7:00 PM,1900,THEFT BICYCLE UNDER $5000,4,2,January,2011,W 3RD AVE / ONTARIO ST,W 3RD AVE / ONTARIO ST,W 3RD AVE & ONTARIO ST,49.2683048,-123.104676,,
1-24-11,11:30 PM,1-24-11 11:30 PM,2330,THEFT BICYCLE UNDER $5000,4,2,January,2011,300 E 20TH AVE   ,300 E 20TH AVE,300 E 20TH AVE,49.2529373,-123.0986772,,
1-25-11,12:10 PM,1-25-11 12:10 PM,1210,THEFT BICYCLE UNDER $5000,99,3,January,2011,1 NK_LOC,1 NK_LOC,1 NK_LOC,, ,,
1-25-11,7:00 PM,1-25-11 7:00 PM,1900,THEFT BICYCLE UNDER $5000,1,3,January,2011,1200 PENDRELL ST    ,1200 PENDRELL ST,1200 PENDRELL ST,49.2823937,-123.132165,,
1-26-11,1:00 PM,1-26-11 1:00 PM,1300,THEFT BICYCLE UNDER $5000,3,4,January,2011,1000 E 12TH AVE   ,1000 E 12TH AVE,1000 E 12TH AVE,49.259664,-123.0832625,,
1-26-11,9:00 PM,1-26-11 9:00 PM,2100,THEFT BICYCLE UNDER $5000,3,4,January,2011,2200 ST GEORGE ST   ,2200 ST GEORGE ST,2200 ST GEORGE ST,49.2651618,-123.0929423,,
1-26-11,11:00 PM,1-26-11 11:00 PM,2300,THEFT BICYCLE UNDER $5000,4,4,January,2011,W 15TH AVE / WILLOW ST,W 15TH AVE / WILLOW ST,W 15TH AVE & WILLOW ST,49.2577273,-123.1220202,,
1-27-11,8:00 AM,1-27-11 8:00 AM,800,THEFT BICYCLE UNDER $5000,1,5,January,2011,900 CANADA PL    ,900 CANADA PL,900 CANADA PL,49.2872868,-123.1137298,,
1-27-11,7:15 PM,1-27-11 7:15 PM,1915,THEFT BICYCLE UNDER $5000,4,5,January,2011,800 W 12TH AVE   ,800 W 12TH AVE,800 W 12TH AVE,49.260502,-123.1218318,,
1-28-11,12:00 PM,1-28-11 12:00 PM,1200,THEFT BICYCLE UNDER $5000,3,6,January,2011,5300 OBEN ST    ,5300 OBEN ST,5300 OBEN ST,49.2340687,-123.0270049,,
1-28-11,11:00 PM,1-28-11 11:00 PM,2300,THEFT BICYCLE UNDER $5000,3,6,January,2011,1200 E 15TH AVE   ,1200 E 15TH AVE,1200 E 15TH AVE,49.2567533,-123.0796286,,
1-29-11,1:00 PM,1-29-11 1:00 PM,1300,THEFT BICYCLE UNDER $5000,4,7,January,2011,900 W 7TH AVE   ,900 W 7TH AVE,900 W 7TH AVE,49.2651242,-123.1243445,,
2-1-11,7:45 AM,2-1-11 7:45 AM,745,THEFT BICYCLE OVER $5000,2,3,February,2011,2600 TURNER ST    ,2600 TURNER ST,2600 TURNER ST,49.2790704,-123.0520739,,
2-1-11,12:00 PM,2-1-11 12:00 PM,1200,THEFT BICYCLE UNDER $5000,1,3,February,2011,1000 NELSON ST    ,1000 NELSON ST,1000 NELSON ST,49.2812444,-123.1261033,,
2-1-11,2:00 PM,2-1-11 2:00 PM,1400,THEFT BICYCLE UNDER $5000,3,3,February,2011,QUEBEC ST / E 10TH AVE,QUEBEC ST / E 10TH AVE,QUEBEC ST & E 10TH AVE,49.2620485,-123.1029993,,
2-2-11,12:05 AM,2-2-11 12:05 AM,5,THEFT BICYCLE UNDER $5000,4,4,February,2011,1300 W 11TH AVE   ,1300 W 11TH AVE,1300 W 11TH AVE,49.2616304,-123.1336643,,
2-2-11,4:00 PM,2-2-11 4:00 PM,1600,THEFT BICYCLE UNDER $5000,4,4,February,2011,1200 CARTWRIGHT ST    ,1200 CARTWRIGHT ST,1200 CARTWRIGHT ST,49.2695242,-123.1320132,,
2-2-11,6:00 PM,2-2-11 6:00 PM,1800,THEFT BICYCLE UNDER $5000,3,4,February,2011,300 E 5TH AVE   ,300 E 5TH AVE,300 E 5TH AVE,49.2663272,-123.0970052,,
2-2-11,6:45 PM,2-2-11 6:45 PM,1845,THEFT BICYCLE UNDER $5000,4,4,February,2011,600 BLOCK W BROADWAY AVE  ,600 W BROADWAY AVE,600 W BROADWAY,49.2632512,-123.1176145,,
2-3-11,5:15 AM,2-3-11 5:15 AM,515,THEFT BICYCLE UNDER $5000,1,5,February,2011,600 EXPO BLVD    ,600 EXPO BLVD,600-1000 EXPO BLVD,49.2764234,-123.1139765,,
2-3-11,10:00 AM,2-3-11 10:00 AM,1000,THEFT BICYCLE UNDER $5000,2,5,February,2011,2100 KITCHENER ST    ,2100 KITCHENER ST,2100 KITCHENER ST,49.2720421,-123.0616844,,
2-3-11,10:00 PM,2-3-11 10:00 PM,2200,THEFT BICYCLE UNDER $5000,4,5,February,2011,400 W 19TH AVE   ,400 W 19TH AVE,400 W 19TH AVE,49.2538987,-123.112715,,
2-3-11,11:00 PM,2-3-11 11:00 PM,2300,THEFT BICYCLE UNDER $5000,2,5,February,2011,1500 KITCHENER ST    ,1500 KITCHENER ST,1500 KITCHENER ST,49.2721712,-123.0733313,,
2-4-11,2:00 PM,2-4-11 2:00 PM,1400,THEFT BICYCLE UNDER $5000,2,6,February,2011,2600 E 1ST AVE   ,2600 E 1ST AVE,2600 E 1ST AVE,49.2693981,-123.0522191,,
2-4-11,7:45 PM,2-4-11 7:45 PM,1945,THEFT BICYCLE UNDER $5000,1,6,February,2011,THURLOW ST / BARCLAY ST,THURLOW ST / BARCLAY ST,THURLOW ST & BARCLAY ST,49.2832005,-123.1269446,,
2-7-11,3:00 AM,2-7-11 3:00 AM,300,THEFT BICYCLE UNDER $5000,3,2,February,2011,300 E 13TH AVE   ,300 E 13TH AVE,300 E 13TH AVE,49.2592742,-123.0985349,,
2-7-11,5:00 AM,2-7-11 5:00 AM,500,THEFT BICYCLE UNDER $5000,1,2,February,2011,1100 NELSON ST    ,1100 NELSON ST,1100 NELSON ST,49.2824231,-123.1279187,,
