Ministry,Request #,Applicant,Description,End Date,Disposition,Publication Status,Reason
Finance,FIN-2012-00009,Political Party,"The Assistant Deputy Minister's Outlook calendar for the timeframe Oct 31, 2011 to Dec 31, 2011.", 05-Apr-2012,Partial Disclosure,Do Not Publish,Security Information
Finance,FIN-2012-00012,Media,"The Minister's Outlook calendar for the period January 1, 2011 to September 30, 2011.", 21-Feb-2012,Partial Disclosure,Do Not Publish,Security Information
Finance,FIN-2012-00060,Media,"The daily agenda and diary for Colin Hansen for the period of October 1 to 31, 2009 when he was the Minister of Finance.", 07-May-2012,Partial Disclosure,Do Not Publish,Security Information
Finance,FIN-2012-00063,Media,"Daily agendas and diaries for the period of February 1-29, 2012 for Minister Kevin Falcon.", 27-Apr-2012,Partial Disclosure,Do Not Publish,Security Information
Finance,FIN-2012-00084,Political Party,"The Minister and Minister of State's Outlook calendar for the timeframe January 1, 2012 to March 31, 2012.", 06-Jun-2012,Partial Disclosure,Do Not Publish,Security Information
Finance,FIN-2012-00088,Political Party,"The Ministerial Assistant's Outlook calendar for the timeframe January 1, 2012 to March 31, 2012.", 14-May-2012,Partial Disclosure,Do Not Publish,Security Information
Finance,FIN-2012-00090,Political Party,"The Assistant Deputy Minister's Outlook calendar for the timeframe January 1, 2012 to March 31, 2012.", 18-Sep-2012,Partial Disclosure,Do Not Publish,Security Information
Finance,FIN-2012-00091,Political Party,"The Deputy Minister's Outlook calendar for the timeframe January 1, 2012 to March 31, 2012.", 13-Jul-2012,Partial Disclosure,Do Not Publish,Security Information
Finance,FIN-2012-00104,Media,"Daily diary and agenda for Minister Kevin Falcon for the period of March 1, 2012 to April 23, 2012.", 31-Aug-2012,Partial Disclosure,Do Not Publish,Security Information
Finance,FIN-2012-00119,Individual,All records released under previous request FIN-2012-00025, 14-Jun-2012,Partial Disclosure,Do Not Publish,Personal Information
Finance,FIN-2012-00124,Media,"The daily agenda and diary of Doug Foster for the period of April 1, 2011 to June 30, 2011.", 29-Jun-2012,Partial Disclosure,Do Not Publish,Security Information
Finance,FIN-2012-00135,Law Firm,All records relating to: Any exempt sale retail dealer permit (ESRD permit) issued to the Esquimalt Nation permitting them to sell exempt tobacco on Esquimalt Indian Reserve #0; Any ESRD permit issued to an individual or business permitting that individual or business to sell exempt tobacco on the Esquimalt Indian Reserve #0., 13-Sep-2012,Partial Disclosure,Do Not Publish,First Nations Information
Finance,FIN-2012-00139,Political Party,"The Deputy Minister's Outlook calendar for the timeframes October 1, 2011 - October 31, 2011 and April 1, 2012 - May 31, 2012", 26-Jun-2012,Partial Disclosure,Do Not Publish,Security Information
Finance,FIN-2012-00141,Political Party,"The Minister and Minister of State's Outlook calendar for the timeframes of October 1, 2011 - October 31, 2011 and April 1, 2012 - May 31, 2012.", 24-Oct-2012,Partial Disclosure,Do Not Publish,Security Information
Finance,FIN-2012-00143,Political Party,"The Ministerial Assistant's Outlook calendar for the timeframe of October 1, 2011 to October 31, 2011 and April 1, 2012 - May 31, 2012.", 24-Jul-2012,Partial Disclosure,Do Not Publish,Security Information
Finance,FIN-2012-00150,Political Party,"Any and all records including e-mails, memos, event notes, backgrounders, speaking notes,  Qs and As, Venue Audience documents, media strategies, logistical documents, receipts and other documents, but excluding media summaries and clippings, regarding Premier Christy Clark's June 13, 2012 St. Paul's Hospital announcement.  The time frame is May 15 to June 15, 2012.", 10-Sep-2012,Full Disclosure,Do Not Publish,Business Information
Finance,FIN-2012-00159,Law Firm,Regarding Telus / Verizon:  The Audit Report and the Commissioner's Valuation prepared by the Consumer Taxation Audit Branch for tax years ending 1999-2004., 14-Aug-2012,Partial Disclosure,Do Not Publish,Business Information
Finance,FIN-2012-00166,Political Party,"The Minister and Minister of State's Outlook calendar for the timeframe June 1, 2012 - June 30, 2012.", 04-Sep-2012,Partial Disclosure,Do Not Publish,Security Information
Finance,FIN-2012-00170,Political Party,"The Deputy Minister's Outlook calendar for the timeframe June 1, 2012 - June 30, 2012.", 14-Aug-2012,Partial Disclosure,Do Not Publish,Security Information
Finance,FIN-2012-00176,Political Party,"The Minister and Minister of State's Outlook calendar for the timeframe July 1, 2012  to  July 31, 2012.", 14-Sep-2012,Full Disclosure,Do Not Publish,Security Information
Finance,FIN-2012-00178,Political Party,"The Deputy Minister's Outlook calendar for the timeframe July 1, 2012  to July 31, 2012.", 21-Aug-2012,Partial Disclosure,Do Not Publish,Security Information
Finance,FIN-2012-00220,Political Party,"The Deputy Minister's Outlook calendar for the timeframe August 1, 2012 to August 31, 2012.", 28-Sep-2012,Partial Disclosure,Do Not Publish,Security Information
Finance,PSA-2011-00134,Political Party,"Any and all records related to the Assistant Deputy Minister's Outlook calendar for the timeframe of January 1, 2011 to July 31, 2011", 07-May-2012,Partial Disclosure,Do Not Publish,Security Information
Finance,PSA-2011-00147,Political Party,"The Assistant Deputy Minister's Outlook calendar for the timeframe of August 1, 2011 to August 31, 2011.", 23-Dec-2011,Partial Disclosure,Do Not Publish,Security Information
Finance,PSA-2011-00175,Political Party,"The Assistant Deputy Minister's Outlook calendar for the timeframe of September 1, 2011 to September 30, 2011", 06-Jan-2012,Partial Disclosure,Do Not Publish,Security Information
Finance,PSA-2012-00002,Political Party,"The Assistant Deputy Minister's Outlook calendar for the timeframe Oct 31, 2011 to Dec 31, 2011.", 29-Feb-2012,Partial Disclosure,Do Not Publish,Security Information
Finance,PSA-2012-00067,Political Party,"The Assistant Deputy Minister's Outlook calendar for the timeframe January 1, 2012 to March 31, 2012.", 16-May-2012,Partial Disclosure,Do Not Publish,Security Information
Finance,PSA-2012-00100,Political Party,"The Assistant Deputy Minister's Outlook calendar for the timeframes October 1, 2011 - October 31, 2011 and April 1, 2012 - May 31, 2012.", 29-Aug-2012,Partial Disclosure,Do Not Publish,Security Information
Finance,PSA-2012-00131,Political Party,"The Assistant Deputy Ministers' Outlook calendar for the timeframe June 1, 2012 - June 30, 2012.", 17-Oct-2012,Partial Disclosure,Do Not Publish,Security Information
Finance,PSA-2012-00160,Political Party,"The Assistant Deputy Ministers' Outlook calendar for the timeframe August 1, 2012 to August 31, 2012.", 17-Oct-2012,Partial Disclosure,Do Not Publish,Security Information
"Forests, Lands and Natural Resource Operations",FML-2010-00034,Individual,"copies of all files (communications, memos, reports, etc.) concerning the McAbee fossil site near Cache Creek, BC, including (but not be restricted to) the report commissioned by the Ministry of Agriculture and Lands by Peter Read and Richard Hebda; including files from other ministries that previously existed but no longer do, for example, the Ministry of Sustainable Resource Management, which had communications and possibly internal discussions of this issue under then Minister Stan Hagen in 2002 and under then Minister Abbott in 2003; also any files with comments, information, or direction to ministries concerning this issue by anyone within the Premier's Office.", 07-Feb-2012,Partial Disclosure,Do Not Publish,Personal Information
"Forests, Lands and Natural Resource Operations",FNR-2011-00020,Individual,file #1411211, 04-Oct-2011,Partial Disclosure,Do Not Publish,Personal Information
"Forests, Lands and Natural Resource Operations",FNR-2011-00063,Individual,"All records held by the Ministry of Forests, Lands and Natural Resource Operations, including the Recreation Sites and BC Trails Branch, pertaining to Sickle Point.", 14-Oct-2011,Partial Disclosure,Do Not Publish,Personal Information
"Forests, Lands and Natural Resource Operations",FNR-2011-00084,Individual,"Referencing #13930-02-269 and #13930-02-284:  Government papers, excluding copies of [specified] emails and papers, from the Minerals titles, Forest, Lands, and Natural Resources, and possibly Ministry of Environment for the area of Horsefly from 2004 to [June 3, 2011].", 21-Jul-2011,Partial Disclosure,Do Not Publish,Personal Information
"Forests, Lands and Natural Resource Operations",FNR-2011-00089,Individual,Relating to File 4405120 Ministry of Agriculture and Lands:  all comments submitted in reference to specified Private Moorage Application., 08-Aug-2011,Partial Disclosure,Do Not Publish,Personal Information
"Forests, Lands and Natural Resource Operations",FNR-2011-00090,Individual,"Entire file, email, reports, notes about the historic site of Emily Carr's House of All Sorts located at 646 Simcoe Street, Victoria, BC and it's provincial designation.", 12-Oct-2011,Partial Disclosure,Do Not Publish,Personal Information
"Forests, Lands and Natural Resource Operations",FNR-2011-00091,Law Firm,"All previous determinations of the Delegated Decision Maker on OTBH hearings held under the Wildfire Act, S.B.C. 2004, c. 31 [Act] and Wildfire regulation, B.C. Reg. 206/2010, as amended, since the enactment of the Act in 2004; Of particular interest are determinations made with respect to contraventions of s.5(1) of the Act and s.20(2) of the Regulations.", 13-Jul-2011,Partial Disclosure,Do Not Publish,Personal information
"Forests, Lands and Natural Resource Operations",FNR-2011-00105,Political Party,"All records, in any form, related to the Minister's or Minister of State's Outlook calendar for the timeframe of April 1, 2011 to June 30, 2011 in Calendar Detail Style.", 28-Sep-2011,Partial Disclosure,Do Not Publish,Security Information
"Forests, Lands and Natural Resource Operations",FNR-2011-00109,Political Party,"All records, in any form, related to the Deputy Minister's Outlook calendar for the timeframe of April 1, 2011 to June 30, 2011 in Calendar Detail Style.", 28-Sep-2011,Partial Disclosure,Do Not Publish,Security Information
"Forests, Lands and Natural Resource Operations",FNR-2011-00110,Individual,"Re File 2410046: All correspondence regarding Application by [named individual] for A Roadway on Crown Land, Cascade Peninsula, Harrison Lake; A copy of all supporting environmental assessments and road design documents prepared by a qualified professional.", 30-Sep-2011,Partial Disclosure,Do Not Publish,Personal Information
"Forests, Lands and Natural Resource Operations",FNR-2011-00119,Business,"Ministry of Forests, Lands and Natural Resource Operations files: 76970-30/OKA-R; 31010-20; 201102063.  All MFLNRO files containing information regarding properties with PIDs 024-476-846; 024-476-854; 024-476-862; 024-476-871; 024-476-889", 13-Oct-2011,Partial Disclosure,Do Not Publish,Personal Information
"Forests, Lands and Natural Resource Operations",FNR-2011-00123,Law Firm,"Copies of all permits, documentation, applications and correspondence regarding the cabins built or maintained by [named individual] or Ashnola Guide Outfitters, including but not limited to the cabins at Harry Lake, Newby Lake, Holding Creek, Black Camp and White Mountain.", 02-Sep-2011,Partial Disclosure,Do Not Publish,Business Information
"Forests, Lands and Natural Resource Operations",FNR-2011-00135,Individual,Any and all records pertaining to [specified water licence file., 08-Sep-2011,Partial Disclosure,Do Not Publish,Personal Information
"Forests, Lands and Natural Resource Operations",FNR-2011-00138,Business,"A copy of the report of an inquiry into TR3 Geothermal Services Inc which involved an intervention by a Ministry of Forests, Lands and Natural Resource Operations Groundwater Protection Officer; A copy of the request to investigate the construction site at 4045 Rainbow Street Victoria BC regarding the ground water investigation into construction work being done on the site dated June or July 2011, including the name of the person or company that filed the request.", 29-Aug-2011,Partial Disclosure,Do Not Publish,Business Information
"Forests, Lands and Natural Resource Operations",FNR-2011-00139,Political Party,"All records, in any form, related to the Deputy Minister's Outlook calendar for the timeframe of July 1, 2011 to July 31, 2011.", 21-Oct-2011,Partial Disclosure,Do Not Publish,Security Information
"Forests, Lands and Natural Resource Operations",FNR-2011-00141,Political Party,"All records, in any form, related to the Minister's Outlook calendar for the timeframe of July 1, 2011 to July 31, 2011.", 24-Oct-2011,Partial Disclosure,Do Not Publish,Security Information
"Forests, Lands and Natural Resource Operations",FNR-2011-00145,Individual,A copy of Report #255407 --- Bernard Creek / Driftwood Cove., 29-Aug-2011,Partial Disclosure,Do Not Publish,Personal Information
"Forests, Lands and Natural Resource Operations",FNR-2011-00146,Business,"All Adventure Tourism Tenure Holders Annual Diligent Use Reports for the years 2005 through 2010 submitted by commercial river rafting operators who utilize the Thompson River, Nahatlatch River, Fraser River, Chilliwack River, Squamish River, Elaho River, Cheakamus River or Green River including the Statutory Declaration detailing the river-by-river breakdown of No. of Client Days on any of the noted rivers, otherwise known in the Statutory Declaration as Management Plan Zones.", 13-Oct-2011,Partial Disclosure,Do Not Publish,Personal Information
"Forests, Lands and Natural Resource Operations",FNR-2011-00148,Law Firm,"Re: Lands File 3411209:  All licenses, permits and authorizations issued by the Crown in favour of the Outback Resort with respect to its existing marina at Quarry Bay; Complete copy of the Crown file with respect to the Outback; Copy of all documents submitted by the Outback with respect to their application for South Bay including any engineering, environmental, geo-technical or other information; All comments by the public or others with respect to the Outback application for Crown tenure in South Bay.", 13-Jan-2012,Partial Disclosure,Do Not Publish,Personal Information
"Forests, Lands and Natural Resource Operations",FNR-2011-00152,Individual,"Copies of diaries, professional diaries or notes for [named individual] on October 15, 2008 and December 15/16, 2008, [named individual] on October 15, 2008 and December 15/18, 2008, [named individual] on December 16, 2008, and [named individual] for December 16, 2008; Copy of the BC Timber Sales Standard Procedures for conducting investigations; Any and all documentation and correspondence associated with investigation file 280-40/HBT 11, Ref: 179056 BCTS in relation to allegations brought forth by [named individual].", 17-Oct-2011,Partial Disclosure,Do Not Publish,Personal Information
"Forests, Lands and Natural Resource Operations",FNR-2011-00154,Individual,"All records, emails, phone records, letters or correspondence to/from government agencies or the public regarding property located at 123 and 119 Esplanade Road, Eastbourne, Keats Island, Legal description Lot A of 6, Block 4, Plan 6472, DL 1595, NWD Group 1, LD (Ref 2789) and Lot 6 exc ref plan 2789 and PL 9467 for timeframe 1999 - 2011; Phone records, correspondence, letters, emails to/from [named individual] to/from [named individuals] between 1999 - 2002 with respect to the intent, application, or questions regarding protecting property on Keats Island from the inroads of the sea by building a retaining wall; Copies of the attachments from a February 10, 2002 letter addressed to the Deputy Minister of Water Resources from [named individuals].", 07-Nov-2011,Partial Disclosure,Do Not Publish,Personal Information
"Forests, Lands and Natural Resource Operations",FNR-2011-00163,Political Party,"Any and all records related to the Assistant Deputy Minister's Outlook calendar for the timeframe of January 1, 2011 to July 31, 2011", 16-Dec-2011,Partial Disclosure,Do Not Publish,Security Information
"Forests, Lands and Natural Resource Operations",FNR-2011-00171,Political Party,"The Minister's Outlook calendar for the timeframe of August 1, 2011 to August 31, 2011.", 20-Dec-2011,Partial Disclosure,Do Not Publish,Security Information
"Forests, Lands and Natural Resource Operations",FNR-2011-00172,Political Party,"The Deputy Minister's Outlook calendar for the timeframe of August 1, 2011 to August 31, 2011.", 21-Dec-2011,Partial Disclosure,Do Not Publish,Security Information
"Forests, Lands and Natural Resource Operations",FNR-2011-00175,Interest Group,"Any documents or correspondence dated between January 1, 2010 to [September 8, 2011] that include reference to the Gabriola Rod, Gun, and Conservation Club of Gabriola, BC or its officers or directors.", 01-Dec-2011,Partial Disclosure,Do Not Publish,Personal Information
"Forests, Lands and Natural Resource Operations",FNR-2011-00179,Political Party,"The Assistant Deputy Minister's Outlook calendar for the timeframe of August 1, 2011 to August 31, 2011.", 17-Jan-2012,Partial Disclosure,Do Not Publish,Security Information
"Forests, Lands and Natural Resource Operations",FNR-2011-00191,Other Governments,"From the Ministry of Forest, Lands and Natural Resources, the Ministry of Attorney General, the Ministry of Aboriginal Relations and Reconciliation, and the Environmental Assessment Office:  Correspondence regarding First Nation's consultation over the management of steelhead in the province, including reports and emails within government, and between First Nations and the province; Steelhead escapement trends and data on the Skeena; How many steelhead province-wide does the sports-sector harvest, including hooking mortality.  Time frame is January 1, 2011 to [September 22, 2011]", 09-Jan-2012,Partial Disclosure,Do Not Publish,First Nations Information
"Forests, Lands and Natural Resource Operations",FNR-2011-00195,Business,"Results of Right-of-Way Cruising in the Port Alberni Area, prepared for Doug Erickson, BC Timber Sales, Campbell River, BC; submitted by Kerley and Associates, Lantzville, BC, January 9, 2009.", 02-Nov-2011,Full Disclosure,Do Not Publish,Business Information
"Forests, Lands and Natural Resource Operations",FNR-2011-00206,Political Party,"The Deputy Minister's Outlook calendar for the timeframe of September 1, 2011 to September 30, 2011.", 30-Dec-2011,Partial Disclosure,Do Not Publish,Security Information
"Forests, Lands and Natural Resource Operations",FNR-2011-00207,Political Party,"The Minister's Outlook calendar for the timeframe of September 1, 2011 to September 30, 2011.", 11-Jan-2012,Partial Disclosure,Do Not Publish,Security Information
"Forests, Lands and Natural Resource Operations",FNR-2011-00208,Political Party,"The Assistant Deputy Minister's Outlook calendar for the timeframe of September 1, 2011 to September 30, 2011", 17-Jan-2012,Partial Disclosure,Do Not Publish,Security Information
"Forests, Lands and Natural Resource Operations",FNR-2011-00213,Business,"Copies of records for the period January 1, 1900 to [October 18, 2011] pertaining to lands described and identified as Sickle Point, Road Access, Sickle Point Public Road, CP Lands, BC Lands, Easement Lands, and Triangle Lands including but not limited to specified ministry file numbers.", 31-May-2012,Partial Disclosure,Do Not Publish,Business Information
"Forests, Lands and Natural Resource Operations",FNR-2011-00217,Interest Group,All records regarding run-of-river independent power projects that are out of compliance or not adhering to flow management requirements (Instream Flow Requirements). We are also interested in projects where flow ramping protocols were not met. We are particularly interested in non-compliance regarding managing flows for fish on operating projects. It is our standing that there have been numerous issues with non-compliance and that records will reflect that.  We are interested in records from 2000 - 2011., 10-Oct-2012,Partial Disclosure,Do Not Publish,Business Information
"Forests, Lands and Natural Resource Operations",FNR-2011-00224,Media,"Copies of Ministry reports, document, emails, briefing notes on fish kills from ramping or other issues on the Mamquam river since 2009 to (October 11, 2011) related to independent run-of-river power projects.", 13-Feb-2012,Partial Disclosure,Do Not Publish,Business Information
"Forests, Lands and Natural Resource Operations",FNR-2011-00230,Individual,"All records pertaining to any and all water licences of Douglas E. Schuk, some of whose water licence numbers are C101407, C101414, C101416, C101417, C101506, C109325.", 12-Dec-2011,Partial Disclosure,Do Not Publish,Personal Information
"Forests, Lands and Natural Resource Operations",FNR-2011-00233,Interest Group,"The Forest Stewardship Plan for WL2062 and all communications related to the creation of Woodlot License 2062, including communications related to its Forest Stewardship Plan, related management plans, cutting and road permit applications.", 10-Feb-2012,Partial Disclosure,Do Not Publish,Business Information
"Forests, Lands and Natural Resource Operations",FNR-2011-00235,Business,"Appendices C through I of the July 26, 2011 final report called Ashlu Creek Power Project Operating Parameters and Procedures Report.", 06-Feb-2012,Full Disclosure,Do Not Publish,Business Information
"Forests, Lands and Natural Resource Operations",FNR-2011-00237,Business,"All information associated with a complaint filed last summer regarding a water reservoir constructed on DL 2247 Peace River Land District including dates, times, names and address of the person or persons who launched the complaint.", 22-Dec-2011,Partial Disclosure,Do Not Publish,Personal Information
"Forests, Lands and Natural Resource Operations",FNR-2011-00248,Individual,"All records concerning the Pacific Great Blue Heron colony at Wireless Road, Comox including but not limited to records of correspondence between the Ministry of the Environment and the Department of National Defence with reference to CFB Comox Project: Remove Trees from Obstacle Limitation Surfaces to Runway 30 at 19 Wing Comox; All records and data relating to the heron colony at Wireless Road, Comox; All records relating to the Coastal Douglas Fir ecosystem at Wireless Road, Comox.", 21-Feb-2012,Partial Disclosure,Do Not Publish,Personal Information
"Forests, Lands and Natural Resource Operations",FNR-2011-00256,Business,"Any appraisals and management plans submitted by Departure Bay Holdings to the Ministry for 1840 Stewart Avenue, Nanaimo (Seafood Market) lease #112942.  Time frame is April 6, 2006 to [November 29, 2011].", 11-Jan-2012,Full Disclosure,Do Not Publish,Business Information
"Forests, Lands and Natural Resource Operations",FNR-2011-00259,Individual,"All records pertaining to the process by which the determinations mentioned in a December 13, 2007 Ministry letter were made; All records pertaining to the general process (not necessarily specific to the watercourse at issue) by which the Ministry determines that a watercourse, previously determined to be natural, is artificial; All records pertaining to decisions, and the decision-making process, by the Ministry whereby natural watercourses have been declared artificial and whereby artificial watercourses have been declared natural; All documentation supporting a perceived change in policy relating to a 1994 application indicating that approval was required to divert a tributary, however in 2007 the Ministry indicated that no application was required to divert the same tributary.", 19-Jan-2012,Partial Disclosure,Do Not Publish,Personal information
"Forests, Lands and Natural Resource Operations",FNR-2011-00265,Interest Group,"Records relating to fish kills, fish stranding and negative environmental impacts related to the Ashlu Creek Independent Power Project from June 2009 to May 18, 2011, including any material that is deemed out of scope.", 30-Jan-2012,Partial Disclosure,Do Not Publish,Business Information
"Forests, Lands and Natural Resource Operations",FNR-2011-00273,Law Firm,"A copy of the letter titled Contravention Determination and Notice of Penalty Levied under section 71(2)(a) for First Coal, file #23060-20/DPC-27434 00145472-00 (the Determination); The investigation report prepared by Government staff for the Determination and any other evidence provided to the District Manager by First Coal or BC Government staff for the purpose of his Determination; Any records respecting the decision to proceed with the alleged contravention by First Coal under s. 52 of FRPA as an administrative matter under s. 71 of FRPA rather than prosecuting the alleged contravention as an offence including but not limited to internal government correspondence, legal advice, reports to Crown Counsel, correspondence by BC Government staff with First Coal representatives, and government policy documents respecting this decision.", 17-Jul-2012,Partial Disclosure,Do Not Publish,Business Information
"Forests, Lands and Natural Resource Operations",FNR-2011-00275,Individual,A copy of all information relating to drainage and the water rights application of [Named Individuals]., 13-Mar-2012,Partial Disclosure,Do Not Publish,Personal Information
"Forests, Lands and Natural Resource Operations",FNR-2011-00276,Business,"Ministry of Forests, Lands and Natural Resource Operation file: 76970-30/OKA-R and 31010-20 - Ecosystems file; Ministry of Environment file: 201102063 - Conservation File; Any and all records and files regarding properties with PIDs: 024-476-838, 024-476-846, 024-476-854, 024-476-862, 024-476-871, 024-476-889", 01-Jun-2012,Partial Disclosure,Do Not Publish,Business Information
"Forests, Lands and Natural Resource Operations",FNR-2011-00279,Political Party,"Executive level reports and estimates related records related to the ministry's analysis of Not Sufficiently Restocked Land; Any analysis conducted in the past two years by staff into the question of how much forest land in BC has not been sufficiently and successfully replanted.  Timeframe is December 23, 2009 to December 23, 2011.", 20-Jul-2012,Partial Disclosure,Do Not Publish,Business Information
"Forests, Lands and Natural Resource Operations",FNR-2011-00282,Individual,"The Continuation Report and Wildland Fire Origin & Cause Determination Report,  report written by BC Forest Protection Officer Lisa Hudema, regarding a fire at 5989 Hwy 12, Lytton, BC, which took place on August 02, 2011.", 22-Mar-2012,Partial Disclosure,Do Not Publish,Personal Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00006,Political Party,"The Minister's Outlook calendar for the timeframe October 31, 2011 to December 31, 2011.", 03-Apr-2012,Partial Disclosure,Do Not Publish,Security Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00007,Political Party,"The Deputy Minister's Outlook calendar for the timeframe October 31, 2011 to December 31, 2011.", 27-Mar-2012,Partial Disclosure,Do Not Publish,Security Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00008,Political Party,"The Assistant Deputy Minister's Outlook calendar for the timeframe Oct 31, 2011 to Dec 31, 2011.", 04-May-2012,Partial Disclosure,Do Not Publish,Security Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00012,Media,"The Minister's Outlook calendar for the period January 1, 2011 to September 30, 2011.", 20-Feb-2012,Partial Disclosure,Do Not Publish,Security Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00013,Individual,Copy of the report regarding trees that were cut from crown land located at 1985 Pierpont in Coombs BC in August or September 2011., 14-Feb-2012,Partial Disclosure,Do Not Publish,Personal Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00020,Law Firm,"The Results, Strategies and Measures section of Tolko's Forest Stewardship Plans in the Twinflower Creek drainage and any appended material referenced therein; Tolko's Site Plans for the blocks logged in the Twinflower Creek drainage; watershed assessments (or reassessments) for logging activities in the Twinflower Creek drainage. Cutting permits which we believe should include 65x, located within the Twinflower Creek watershed that are upstream of [named individual] residence at RR1 Block 7, Block 7, Big Creek BC from 2008 to present; and  the latest Approval letter (late 1990's) that rejected a cutting permit application which was submitted in relation to the Twinflower Creek drainage, the application, the subsequent review by the regional hydrologist for the Ministry of Forests and Range, and other records related to this review.", 13-Jun-2012,Partial Disclosure,Do Not Publish,Personal Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00023,Individual,"Records from Crown Lease file 0208197 in particular a copy of the lease agreement between the Province and [named individuals], property is located at [personal address] Kaleden, BC PID: 004-609-549, including a copy of all correspondence from January 1, 2011 to January 30, 2012 contained within that file and any renewal that may have been entered into", 21-Mar-2012,Partial Disclosure,Do Not Publish,Personal Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00024,Business,Relating to 5407257:  The most recent referral documents related to the application to acquire tenure over Crown land., 24-Apr-2012,Partial Disclosure,Do Not Publish,Business Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00027,Individual,A copy of Target Marine Hatcheries Ltd. water license BC file number 2000517 C064466 which is located on Gray Creek in the District of Sechelt., 02-May-2012,Partial Disclosure,Do Not Publish,Personal Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00030,Law Firm,"Copies of all information not already provided to our client, [named individual], and acquired subsequent to previous FOI requests MOE-2011-00093 and FNR-2011-00063.", 05-Jun-2012,Partial Disclosure,Do Not Publish,Personal Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00036,Individual,"An unredacted copy of the correspondence from [named individual] dated January 7, 1992 to the Minister of the Environment, the Hon John Cashore (MOE File No. 39736) and the reply sent to [named individual] from the Hon John Cashore dated February 4, 1992 or shortly thereafter.", 26-Mar-2012,Full Disclosure,Do Not Publish,Personal Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00040,Individual,"Full content of a file named Hunting Closure Requests Specific to Michael Lake including public petitions, mapping of high water marks and other relevant correspondence from approximately 2004 [to February 21, 2012]; Any relevant older information on the hunting, shooting and nuisance noise on Michael Lake.", 09-May-2012,Partial Disclosure,Do Not Publish,Business Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00044,Individual,All letters from the public concerning the application by Iron River for Kagan Bay dry land sort., 24-May-2012,Partial Disclosure,Do Not Publish,Personal Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00056,Individual,"C&E's Stop Work Order (June 2011) and reasons for its removal; Kucera Engineers Application for the Cedar Creek crossing works activities believed to have taken place between 1997 to 2004; Records from the affected ministries, notice to public or affected parties for industrial access activities to use the Cedar Creek Bridge Crossing between 1997 to 2004.", 04-May-2012,Partial Disclosure,Do Not Publish,Personal Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00058,Individual,"Records relating to Poets Cove at Bedwell Harbour Ltd and associated companies concerning development activities at archaeological site DeRt-004 South Pender Island, BC between 2000 to [March 13, 2012] including incoming and outgoing letter correspondence, emails, internal govt memos and reports, affidavits, meeting agendas, or any other records describing actions and communications by the Archaeology Branch, related Ministries, Premiers Office, RCMP, Crown Counsel, First Nations, corporations or its representatives, and third parties that concern DeRt-004 but excluding DeRt-004 archaeological site inventory forms, heritage permit applications, the final permit report for HCA 2002-388, and copies of incoming correspondence to the BC Archaeology Branch or other Ministries and agencies from the Hul'qumi'num Treaty Group office.", 06-Jul-2012,Partial Disclosure,Do Not Publish,Personal Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00064,Business,"Any records currently in the possession of the ministry that relate to the establishment, construction and maintenance of a West Langley Diking District (originally known as the Derby Dyking District) dike which surrounds and encroaches on Katzie IR No. 2; Any records discussing the issue of flooding in relation to Katzie IR No. 2 as well as any documents related to the potential diking or other flood control measures for the reserve; All documents related to the issue of diking and flood control in the vicinity of Katzie IR No. 2 including documents related to the history of this dike, documents related to any work or changes undertaken on portions of the dike in the vicinity of or within Katzie IR No. 2, documents related to any right-of-ways taken for this dike where it encroaches on Katzie IR No. 2, and any documents related to studies, discussions, reports, etc. in regard to the possible diking or other flood control measures for Katzie IR No. 2.", 30-Apr-2012,Partial Disclosure,Do Not Publish,First Nations Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00067,Interest Group,"Records of the Resource Stewardship Division that relate ""...specifically with environmental issues and concerns that have been documented on the Box Canyon proposal from January 1, 2011 to March 27, 2012. We are not interested in administrative or technical records unrelated to environmental concerns.", 12-Oct-2012,Partial Disclosure,Do Not Publish,Business Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00072,Individual,Copies of all letters written both in support of and against the development of the Balfour Regional Park also known as Balfour Beach Park., 02-May-2012,Partial Disclosure,Do Not Publish,Personal Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00077,Political Party,"The Minister and Minister of State's Outlook calendar for the timeframe January 1, 2012 to March 31, 2012.", 01-Aug-2012,Partial Disclosure,Do Not Publish,Security Information
