CONTRIBUTOR_NAME,DATE,AMOUNT,CLASS,PRINCIPAL_OFFICER_1,PRINCIPAL_OFFICER_2,PARTY,CONTRIBUTION_TYPE,EVENT_DATE
PARKER PLACE MEDICAL CLINIC INC,2012-04-10,1850,2,,,BC UNITED,,
PARKER PLACE MEDICAL CLINIC INC,2012-11-23,2500,2,,,BC UNITED,,
PARTNERSHIPS ONTARIO INC,2012-06-19,350,2,,,BC UNITED,,
PAT LINTAMAN DESIGN LTD,2012-05-08,500,2,,,BC UNITED,,
ROBERT LEE LTD,2012-12-21,10000,2,ROBERT LEE,,BC UNITED,,
ROCKIES LAW CORP,2012-12-31,1000,2,,,BC UNITED,,
ROCKY MOUNTAINEER RAILTOURS LTD,2012-04-13,3000,2,PETER ARMSTRONG,,BC UNITED,,
ROCKY MOUNTAINEER VACATIONS LTD,2012-06-25,4200,2,PETER ARMSTRONG,MICHAEL PHILLIPS,BC UNITED,,
ROCKY POINT FOREST SERVICES LTD,2012-12-31,500,2,STANLEY COLEMAN,,BC UNITED,,
ROCKY RIVER GRILL LTD,2012-08-10,500,2,,,BC UNITED,,
ROD LOVE CONSULTING INC,2012-06-19,350,2,RODERICK LOVE,,BC UNITED,,
ROGA CONTRACTING LTD,2012-07-31,700,2,,,BC UNITED,,
ROGERS GROUP OF COMPANIES INC,2012-04-18,10000,2,PHILIP B LIND,NANCY BROWN,BC UNITED,,
ROGERS GROUP OF COMPANIES INC,2012-07-05,10000,2,PHILIP B LIND,NANCY BROWN,BC UNITED,,
ROGERS GROUP OF COMPANIES INC,2012-08-10,3500,2,PHILIP B LIND,NANCY BROWN,BC UNITED,,
ROGERS GROUP OF COMPANIES INC,2012-08-10,3500,2,PHILIP B LIND,NANCY BROWN,BC UNITED,,
ROGERS GROUP OF COMPANIES INC,2012-12-21,20000,2,,,BC UNITED,,
ROGERS TRUCKING INC,2012-09-19,1765,2,,,BC UNITED,,
ROJO ENTERPRISES LTD,2012-06-19,1500,2,,,BC UNITED,,
ROJO HOLDINGS LTD,2012-06-19,1500,2,,,BC UNITED,,
RONALD W. SCHATSCHNEIDER A NOTARY CORP,2012-06-08,400,2,RONALD W. SCHATSCHNEIDER,,BC UNITED,,
RONALD W. SCHATSCHNEIDER A NOTARY CORP,2012-06-29,200,2,RONALD W. SCHATSCHNEIDER,,BC UNITED,,
ROSCH INVESTMENTS LTD,2012-12-21,1150,2,,,BC UNITED,,
ROSE HILL DEVELOPMENTS LTD,2012-11-23,6300,2,,,BC UNITED,,
ROSEWOOD HOTEL GEORGIA,2012-09-14,500,2,,,BC UNITED,,
ROY MANAGEMENT SERVICES LTD,2012-04-17,3500,2,,,BC UNITED,,
ROY MANAGEMENT SERVICES LTD,2012-12-13,10000,2,,,BC UNITED,,
ROYAL BANK OF CANADA,2012-04-19,3000,2,,,BC UNITED,,
ROYAL BANK OF CANADA,2012-07-05,3500,2,BRYAN P DAVIES,,BC UNITED,,
ROYAL BANK OF CANADA,2012-10-22,3500,2,BRYAN P DAVIES,,BC UNITED,,
ROYAL LEPAGE WHEELER CHEAM REALTY LTD,2012-06-06,500,2,,,BC UNITED,,
ROYAL LEPAGE WHEELER CHEAM REALTY LTD,2012-11-29,550,2,,,BC UNITED,,
ROYAL LEPAGE WOLSTENCROFT - SHEWAN REAL ESTATE LTD,2012-03-09,350,2,,,BC UNITED,,
ROYAL PACIFIC PROJECT MARKETING LTD,2012-03-01,1500,2,,,BC UNITED,,
ROYAL PACIFIC PROJECT MARKETING LTD,2012-11-29,500,2,,,BC UNITED,,
ROYAL PACIFIC REALTY LTD KINGSWAY,2012-07-10,2250,2,DAVID CHOI,SING LIM YEO,BC UNITED,,
ROYAL PACIFIC REALTY LTD KINGSWAY,2012-07-20,50,2,DAVID CHOI,SING LIM YEO,BC UNITED,,
ROYAL PACIFIC REALTY CORP,2012-07-10,900,2,ANDREW R. PECK,,BC UNITED,,
ROYAL ROOFING TAKEOFF LTD,2012-11-23,1000,2,,,BC UNITED,,
RS-1 DEVELOPMENTS LTD,2012-05-08,500,2,,,BC UNITED,,
RUBENS CHOCOLATE,2012-01-19,350,2,,,BC UNITED,,
RUSHCO ENTERPRISES INC,2012-12-31,500,2,AZAM RASHEED,,BC UNITED,,
RUSSELL MECHANICAL SYSTEMS LTD,2012-06-30,400,2,PRESCOTT BELL,,BC UNITED,,
RUSTAD ENTERPRISES LTD,2012-10-22,500,2,,,BC UNITED,,
RW SCHMUNK INSURANCE SERVICES LTD,2012-03-01,2500,2,,,BC UNITED,,
RY-COURT CAPITAL CORP,2012-11-08,1150,2,,,BC UNITED,,
RY-COURT FINANCIAL SERVICES LTD,2012-11-08,1150,2,,,BC UNITED,,
S&S INSURANCE (DELTA) LTD,2012-04-18,600,2,,,BC UNITED,,
S&S INSURANCE SERVICES LTD,2012-04-18,400,2,DALJIT SIDHU,,BC UNITED,,
S. & D. FARMS LTD,2012-04-11,500,2,,,BC UNITED,,
S. SHARPE TIMBER LTD,2012-10-22,160,2,,,BC UNITED,,
S. SHARPE TIMBER LTD,2012-10-22,1200,2,,,BC UNITED,,
SACRE-DAVEY ENGINEERING INC,2012-10-31,2500,2,,,BC UNITED,,
SALMAN PARTNERS INC,2012-03-30,7500,2,TERRY SALMAN,,BC UNITED,,
SAMRA ENTERPRISES INC,2012-04-11,5000,2,,,BC UNITED,,
SANDHURST PROPERTIES INC,2012-04-10,2700,2,,,BC UNITED,,
SANDOR RENTAL EQUIPMENT LTD,2012-06-29,1000,2,,,BC UNITED,,
SANDOR RENTAL EQUIPMENT LTD,2012-12-31,400,2,FRANK SANDOR,,BC UNITED,,
SAUDER INDUSTRIES LTD,2012-12-13,25000,2,LAWRENCE SAUDER,,BC UNITED,,
SAWCHUK DEVELOPMENTS CO LTD,2012-08-31,400,2,LARRY SAWCHUK,,BC UNITED,,
SAXON MECHANICAL LTD,2012-11-23,3500,2,,,BC UNITED,,
SCHAPOL LOGGING LTD,2012-12-31,300,2,,,BC UNITED,,
SCHICKEDANZ WEST LTD,2012-06-19,300,2,,,BC UNITED,,
SCHICKEDANZ WEST LTD,2012-06-19,750,2,,,BC UNITED,,
SCHICKEDANZ WEST LTD,2012-06-29,800,2,,,BC UNITED,,
SCHICKEDANZ WEST LTD,2012-08-10,500,2,,,BC UNITED,,
SCHICKEDANZ WEST LTD,2012-09-19,600,2,,,BC UNITED,,
SCHMIDT BROS PLUMBING & HEATING LTD,2012-11-16,500,2,,,BC UNITED,,
SCOTCH CREEK SUPER VALU,2012-08-30,200,2,,,BC UNITED,,
SCOTCH CREEK SUPER VALU,2012-11-29,200,2,,,BC UNITED,,
SCOTIABANK,2012-03-30,7500,2,DAVID POOLE,,BC UNITED,,
SCOTIABANK,2012-07-05,3500,2,ANDREW MCLENAN,,BC UNITED,,
SCOTIABANK,2012-12-13,700,2,ANDREW MCLENAN,,BC UNITED,,
SEA BREEZE POWER CORP,2012-03-01,150,2,SAM KENNY,,BC UNITED,,
SEA BREEZE POWER CORP,2012-12-21,350,2,SAM KENNY,,BC UNITED,,
SEA DOG HOLDINGS INC,2012-03-30,1500,2,,,BC UNITED,,
SEA LEVEL COMMUNICATIONS LTD,2012-05-22,700,2,,,BC UNITED,,
SEA STORK HOLDINGS LTD,2012-06-19,1000,2,,,BC UNITED,,
SEALAND AVIATION LTD,2012-01-31,500,2,WILLIAM ALDER,,BC UNITED,,
SEAL-TECH WATERPROOFING LTD,2012-11-23,1000,2,,,BC UNITED,,
SEASPAN MARINE CORP,2012-04-10,10000,2,,,BC UNITED,,
SEASPAN MARINE CORP,2012-05-31,5000,2,,,BC UNITED,,
SEASPAN MARINE CORP,2012-05-31,5000,2,,,BC UNITED,,
SEASPAN MARINE CORP,2012-10-12,700,2,,,BC UNITED,,
SECA GEMS LTD,2012-07-10,600,2,,,BC UNITED,,
SELKIRK PLACE HOLDINGS LTD,2012-11-16,1150,2,,,BC UNITED,,
SEN WESTERN WHOLESALE LUMBER LTD,2012-03-07,360,2,,,BC UNITED,,
SHADOW MOUNTAIN PROPERTIES LTD,2012-06-08,480,2,,,BC UNITED,,
SHAPE PROPERTIES CORP,2012-03-13,1500,2,,,BC UNITED,,
SHATO HOLDINGS LTD,2012-04-11,1000,2,RON TOIGO,LARRY BELL,BC UNITED,,
SHAW COMMUNICATIONS INC,2012-01-10,20000,2,JR SHAW,JIM SHAW,BC UNITED,,
SHENGLIN FINANCIAL INC,2012-08-01,5000,2,,,BC UNITED,,
SHENGLIN FINANCIAL INC,2012-11-29,1000,2,,,BC UNITED,,
SHERATON VANCOUVER WALL CENTRE HOTEL,2012-11-08,4700,2,PETER WALL,,BC UNITED,,
SHOPPERS DRUG MART INC,2012-09-28,900,2,,,BC UNITED,,
SILVER STAR MOUNTAIN RESORT LTD,2012-09-20,800,2,JUDD BUCCHANAN,,BC UNITED,,
SILVER WHEATON CORP,2012-05-31,10000,2,,,BC UNITED,,
SILVER WHEATON CORP,2012-10-31,10000,2,,,BC UNITED,,
SILVER WHEATON CORP,2012-11-23,1000,2,,,BC UNITED,,
SILVERBACK INVESTMENTS LTD,2012-04-17,10000,2,,,BC UNITED,,
SILVERWYNDE PROPERTIES INC,2012-05-31,2000,2,,,BC UNITED,,
SINCLAR GROUP FOREST PRODUCTS LTD,2012-04-19,1700,2,,,BC UNITED,,
SIVA CONSTRUCTION LTD,2012-07-11,1000,2,,,BC UNITED,,
SJ BAYLY PROPERTIES LTD,2012-02-29,400,2,,,BC UNITED,,
SKI HOME LTD,2012-06-29,100,2,,,BC UNITED,,
SKI HOME LTD,2012-08-10,250,2,,,BC UNITED,,
SKIMA HOLDINGS LTD,2012-04-11,5000,2,SARUP MANN,,BC UNITED,,
SLANT SIX GAMES INC,2012-08-31,300,2,,,BC UNITED,,
SLEEMAN BREWERIES LTD,2012-04-10,800,2,DARRYL FARNHAN,,BC UNITED,,
SLOCAN STRATEGIES INC,2012-11-23,1000,2,,,BC UNITED,,
SMART CENTRES MANAGEMENT INC,2012-09-28,300,2,,,BC UNITED,,
SMITH BROS & WILSON (BC) LTD,2012-09-19,3000,2,,,BC UNITED,,
SMITHWERKS CARPET AND UPHOLSTERY CARE LTD,2012-06-19,350,2,,,BC UNITED,,
SOUTH ASIAN BROADCASTING CORP INC,2012-02-02,500,2,,,BC UNITED,,
SOUTH HARPER LANDS DEVELOPMENT LTD,2012-11-16,1150,2,,,BC UNITED,,
SOUTH OKANAGAN CONCRETE PRODUCTS LTD,2012-07-20,500,2,,,BC UNITED,,
SOUTHEAST MAINTENANCE LTD,2012-06-08,400,2,,,BC UNITED,,
SOUTHEAST MAINTENANCE LTD,2012-06-29,200,2,,,BC UNITED,,
SOUTHERN EDGE DEVELOPMENTS INC,2012-09-19,1000,2,,,BC UNITED,,
SPARKLING HILL HOTEL PROPERTIES LTD,2012-09-20,800,2,,,BC UNITED,,
SPECTRA ENERGY,2012-03-31,170,2,STEVE HENDERSON,,BC UNITED,,
SPECTRA ENERGY,2012-03-31,850,2,STEVE HENDERSON,,BC UNITED,,
SPECTRA ENERGY,2012-04-17,3500,2,STEVE HENDERSON,,BC UNITED,,
SPECTRA ENERGY,2012-09-19,60,2,STEVE HENDERSON,,BC UNITED,,
SPECTRA ENERGY,2012-10-31,10,2,STEVE HENDERSON,,BC UNITED,,
SPECTRA ENERGY WESTCOAST ENERGY INC PIPELINE DIV,2012-07-25,500,2,SARAH MCCULLOUGH,,BC UNITED,,
SPECTRA ENERGY WESTCOAST ENERGY BC PIPELINE,2012-10-04,2500,2,,,BC UNITED,,
SPECTRA ENERGY WESTCOAST ENERGY BC PIPELINE,2012-10-22,3500,2,,,BC UNITED,,
SPIRIT RIDGE VINEYARD RESORT INC,2012-09-20,834,2,MOHAMMED AWAD,SOLE OWNER,BC UNITED,,
SPRAGGS & CO LAW CORP,2012-08-10,5000,2,,,BC UNITED,,
SQUAMISH MILLS LTD,2012-10-31,400,2,,,BC UNITED,,
SQUAMISH TERMINALS LTD,2012-05-31,1050,2,,,BC UNITED,,
SQUAMISH TERMINALS LTD,2012-05-31,3500,2,,,BC UNITED,,
ST EUGENE GOLF RESORT,2012-06-08,350,2,,,BC UNITED,,
ST JOHN'S INTERNATIONAL SCHOOL LTD,2012-03-30,370,2,,,BC UNITED,,
ST JOHN'S INTERNATIONAL SCHOOL LTD,2012-11-29,1200,2,,,BC UNITED,,
STAMER LOGGING LTD,2012-03-23,5,2,VALERIE STAMER,DEREK STAMER,BC UNITED,,
STAMER LOGGING LTD,2012-03-23,2000,2,VALERIE STAMER,DEREK STAMER,BC UNITED,,
STAMER LOGGING LTD,2012-11-23,800,2,VALERIE STAMER,DEREK STAMER,BC UNITED,,
STAMPS LANDING NEIGHBOURHOOD PUB LTD,2012-03-23,5000,2,,,BC UNITED,,
STANFORD PLACE HOLDINGS LTD,2012-11-16,1150,2,,,BC UNITED,,
STARDYNE TECHNOLOGIES INC,2012-06-29,5000,2,,,BC UNITED,,
STARDYNE TECHNOLOGIES INC,2012-07-20,600,2,,,BC UNITED,,
STARDYNE TECHNOLOGIES INC,2012-09-11,3600,2,,,BC UNITED,,
STARMARK PROPERTIES CORP,2012-11-08,5000,2,,,BC UNITED,,
STA-WELL HOLDINGS LTD,2012-07-31,300,2,BRUCE MATTSON,,BC UNITED,,
STEIDL KAMBEITZ LAW CORP,2012-06-08,500,2,GERALD KAMBEITZ,,BC UNITED,,
STRAND PROPERTIES CORP,2012-06-19,10000,2,JOHN MACKAY,,BC UNITED,,
STRATEGIES WEST CONSULTING CORP,2012-12-07,1200,2,LORNE VALENSKY,,BC UNITED,,
SULLIVAN MECHANICAL LTD,2012-12-31,300,2,BRIAN SULLIVAN,SUSAN SULLIVAN,BC UNITED,,
SUMMIT ELECTRIC LTD,2012-03-23,1100,2,,,BC UNITED,,
SUMMIT INSURANCE BROKERS INC,2012-09-19,500,2,,,BC UNITED,,
SUN PEAKS RESORT CORP,2012-02-17,800,2,DARCY ALEXANDER,,BC UNITED,,
SUN PEAKS RESORT CORP,2012-03-23,400,2,DARCY ALEXANDER,,BC UNITED,,
SUN PEAKS RESORT CORP,2012-11-23,5000,2,DARCY ALEXANDER,,BC UNITED,,
SUN PEAKS UTILITIES CO LTD,2012-03-23,400,2,,,BC UNITED,,
SUNCOR ENERGY SERVICES INC,2012-01-18,650,2,NAADIA MOHAMED,,BC UNITED,,
SUNCOR ENERGY SERVICES INC,2012-07-05,2100,2,NAADIA MOHAMED,,BC UNITED,,
SUNCOR ENERGY SERVICES INC,2012-09-19,40,2,NAADIA MOHAMED,,BC UNITED,,
SUNCOR ENERGY SERVICES INC,2012-09-19,1000,2,NAADIA MOHAMED,,BC UNITED,,
SUNCOR ENERGY SERVICES INC,2012-12-31,1150,2,NAADIA MOHAMED,,BC UNITED,,
SUNCOR ENERGY SERVICES INC,2012-12-31,1750,2,NAADIA MOHAMED,,BC UNITED,,
SUNRISE POULTRY PROCESSORS LTD,2012-11-29,5000,2,,,BC UNITED,,
SUNSHINE HOUSEBOAT VACATIONS LTD,2012-06-08,2298,2,,,BC UNITED,,
SUNSHINE HOUSEBOAT VACATIONS LTD,2012-09-29,1500,2,,,BC UNITED,,
SUNSTONE REALTY ADVISORS INC,2012-04-19,2000,2,,,BC UNITED,,
SUNSTONE REALTY ADVISORS INC,2012-04-19,2000,2,,,BC UNITED,,
SUNWAPTA FALLS RESORT LTD,2012-07-31,500,2,,,BC UNITED,,
SUPER SAVE DISPOSAL INC,2012-12-07,1200,2,,,BC UNITED,,
SUPER SAVE PROPANE DIV OF SUPER SAVE GROUP OF COMPANIES,2012-05-31,2500,2,,,BC UNITED,,
SUPER SAVE PROPANE DIV OF SUPER SAVE GROUP OF COMPANIES,2012-05-31,7500,2,,,BC UNITED,,
SUPER SAVE TOILET RENTALS INC,2012-12-07,5000,2,,,BC UNITED,,
SURESPAN GROUP OF COMPANIES,2012-04-17,2000,2,CHRIS HARDWICK,,BC UNITED,,
SURESPAN GROUP OF COMPANIES,2012-10-04,3500,2,CHRIS HARDWICK,,BC UNITED,,
SUTTON PLACE HOTEL,2012-02-23,450,2,,,BC UNITED,,
SVISDAHL HOLDINGS LTD,2012-12-31,500,2,DONNA SVISDAHL,,BC UNITED,,
SWISS WATER DECAFFEINATED COFFEE COMPANY INC,2012-03-13,1000,2,FRANK DENNIS,,BC UNITED,,
TA MANAGEMENT LTD,2012-11-08,20000,2,,,BC UNITED,,
TA MANAGEMENT LTD,2012-11-23,2500,2,,,BC UNITED,,
TAHTSA TIMBER LTD,2012-04-19,170,2,,,BC UNITED,,
TAHTSA TIMBER LTD,2012-06-28,500,2,,,BC UNITED,,
TAJ HOMES DEVELOPMENT LTD,2012-04-11,350,2,,,BC UNITED,,
TAJ HOMES DEVELOPMENT LTD,2012-04-17,125,2,,,BC UNITED,,
TALISMAN ENERGY INC,2012-11-08,1400,2,SHARON MCCARTNEY,REG MANHAS,BC UNITED,,
TASEKO MINES LTD,2012-12-13,50000,2,RUSS HALLBAUER,,BC UNITED,,
TD BANK FINANCIAL GROUP,2012-04-10,3500,2,,,BC UNITED,,
TD SECURITIES INC,2012-10-31,3500,2,GARY CLEMENT,,BC UNITED,,
TD SECURITIES INC,2012-11-08,5000,2,GARY CLEMENT,,BC UNITED,,
TD SYSTEMS LTD,2012-03-01,450,2,JUSTEEN LOCONTE,,BC UNITED,,
TECH PROJECTS LTD,2012-11-08,25000,2,,,BC UNITED,,
TECK COAL LTD,2012-06-29,1000,2,,,BC UNITED,,
TECK COAL LTD,2012-09-19,1400,2,,,BC UNITED,,
TECK COAL LTD,2012-09-19,1500,2,,,BC UNITED,,
TECK COAL LTD,2012-09-29,700,2,,,BC UNITED,,
TECK COMINCO LTD,2012-08-24,500,2,NORMAN B KEEVIL,RICHARD MUNDIE,BC UNITED,,
TECK HIGHLAND VALLEY COPPER CORP,2012-11-16,100000,2,,,BC UNITED,,
TECK RESOURCES LTD,2012-01-18,200,2,,,BC UNITED,,
TECK RESOURCES LTD,2012-03-31,150,2,,,BC UNITED,,
TECK RESOURCES LTD,2012-03-31,370,2,,,BC UNITED,,
TECK RESOURCES LTD,2012-04-10,3500,2,,,BC UNITED,,
TECK RESOURCES LTD,2012-04-10,10000,2,,,BC UNITED,,
TECK RESOURCES LTD,2012-06-30,125,2,,,BC UNITED,,
TECK RESOURCES LTD,2012-08-17,3500,2,,,BC UNITED,,
TECK RESOURCES LTD,2012-08-17,3500,2,,,BC UNITED,,
TECK RESOURCES LTD,2012-09-30,200,2,,,BC UNITED,,
TECK RESOURCES LTD,2012-10-15,3500,2,,,BC UNITED,,
TECK RESOURCES LTD,2012-10-15,10000,2,,,BC UNITED,,
TECK RESOURCES LTD,2012-10-31,50,2,,,BC UNITED,,
TECK RESOURCES LTD,2012-10-31,200,2,,,BC UNITED,,
TECK RESOURCES LTD,2012-10-31,275,2,,,BC UNITED,,
TECK RESOURCES LTD,2012-10-31,300,2,,,BC UNITED,,
TECK RESOURCES LTD,2012-11-16,8000,2,,,BC UNITED,,
TECK RESOURCES LTD,2012-11-16,100000,2,,,BC UNITED,,
TELUS,2012-01-31,250,2,KIM LOGAN,DAVID CUNNINGHAM,BC UNITED,,
TELUS,2012-02-29,20,2,KIM LOGAN,DAVID CUNNINGHAM,BC UNITED,,
TELUS,2012-02-29,400,2,KIM LOGAN,DAVID CUNNINGHAM,BC UNITED,,
TELUS,2012-03-01,1500,2,KIM LOGAN,DAVID CUNNINGHAM,BC UNITED,,
TELUS,2012-09-30,150,2,KIM LOGAN,DAVID CUNNINGHAM,BC UNITED,,
TELUS,2012-09-30,5000,2,KIM LOGAN,DAVID CUNNINGHAM,BC UNITED,,
TELUS,2012-10-12,500,2,KIM LOGAN,DAVID CUNNINGHAM,BC UNITED,,
TELUS,2012-10-31,200,2,KIM LOGAN,DAVID CUNNINGHAM,BC UNITED,,
TELUS,2012-11-30,1000,2,KIM LOGAN,DAVID CUNNINGHAM,BC UNITED,,
TELUS CORP,2012-05-22,3500,2,,,BC UNITED,,
TELUS CORP,2012-12-21,11130,2,,,BC UNITED,,
TEMBEC INC,2012-09-19,1000,2,,,BC UNITED,,
TERRIM PROPERTY MANAGEMENT LTD,2012-04-18,1000,2,,,BC UNITED,,
THE ENGLAND GROUP,2012-04-18,3500,2,,,BC UNITED,,
THE ENGLAND GROUP,2012-11-08,1000,2,,,BC UNITED,,
THE FAIRMONT EMPRESS HOTEL INC,2012-03-07,600,2,SUSAN WILKINSON,,BC UNITED,,
THE KEG STEAKHOUSE & BAR RICHMOND,2012-08-10,10000,2,,,BC UNITED,,
THE TORONTO-DOMINION BANK,2012-11-08,3000,2,GARY CLEMENT,,BC UNITED,,
THOMAS TONG & CO INC,2012-05-22,350,2,,,BC UNITED,,
THUNDERBIRD FILMS INC,2012-05-31,1750,2,,,BC UNITED,,
TIDAL TRANSPORT & TRADING LTD,2012-07-31,1000,2,RON BRINKHURST,,BC UNITED,,
TIM HORTONS ADVERTISING & PROMOTION FUND (CANADA) INC,2012-12-13,1000,2,,,BC UNITED,,
TIMBER INVESTMENTS LTD,2012-01-23,12500,2,,,BC UNITED,,
TIMMINS GOLD CORP,2012-11-16,1000,2,,,BC UNITED,,
T-MAR INDUSTRIES LTD,2012-12-31,3000,2,GORDON OLAFSEN,,BC UNITED,,
TMS TRANSPORTATION MANAGEMENT SERVICES LTD,2012-03-09,285,2,,,BC UNITED,,
TODD BROWNE HOLDINGS LTD,2012-07-20,300,2,,,BC UNITED,,
TODD HIEBERT INSURANCE AGNECIES LTD,2012-11-23,2500,2,,,BC UNITED,,
TOLKO INDUSTRIES LTD,2012-01-23,12500,2,J.A. (AL) THORLAKSON,SHEILA CATLIN,BC UNITED,,
TOLKO INDUSTRIES LTD,2012-03-30,7500,2,J.A. (AL) THORLAKSON,SHEILA CATLIN,BC UNITED,,
TOLKO INDUSTRIES LTD,2012-04-10,1200,2,J.A. (AL) THORLAKSON,SHEILA CATLIN,BC UNITED,,
TOLKO INDUSTRIES LTD,2012-04-18,3500,2,J.A. (AL) THORLAKSON,SHEILA CATLIN,BC UNITED,,
TOLKO INDUSTRIES LTD,2012-04-19,170,2,J.A. (AL) THORLAKSON,SHEILA CATLIN,BC UNITED,,
TOLKO INDUSTRIES LTD,2012-08-17,5000,2,J.A. (AL) THORLAKSON,SHEILA CATLIN,BC UNITED,,
TONY LAU INSURANCE AGENCIES LTD,2012-02-02,100,2,,,BC UNITED,,
TONY LAU INSURANCE AGENCIES LTD,2012-03-13,100,2,,,BC UNITED,,
TONY LAU INSURANCE AGENCIES LTD,2012-07-10,100,2,,,BC UNITED,,
TONY LAU INSURANCE AGENCIES LTD,2012-08-01,100,2,,,BC UNITED,,
TOOR INVESTMENTS INC,2012-04-18,1000,2,,,BC UNITED,,
TOP OF THE WORLD RANCH LTD,2012-08-10,350,2,,,BC UNITED,,
TOP WESTERN CULTURAL EXCHANGE INC,2012-12-13,5000,2,,,BC UNITED,,
TOTAL IMPACT COMMUNICATIONS LTD,2012-06-19,1750,2,J.P. SHASON,,BC UNITED,,
TOWNLINE HOMES INC,2012-05-22,10000,2,RICH ILICH,,BC UNITED,,
TOWNLINE HOMES INC,2012-11-08,5000,2,RICH ILICH,,BC UNITED,,
TOWNLINE HOMES INC,2012-11-08,50000,2,RICH ILICH,,BC UNITED,,
TRACKER CONTRACTING LTD,2012-12-31,550,2,GREG WILSON,,BC UNITED,,
TRANS CARRIER LTD,2012-09-19,260,2,,,BC UNITED,,
TRANS CARRIER LTD,2012-09-19,2500,2,,,BC UNITED,,
TRANS CARRIER LTD,2012-09-19,2500,2,,,BC UNITED,,
TRANSALTA CORP,2012-04-17,10000,2,JIM DINNING,PAUL TAYLOR,BC UNITED,,
TRANSCANADA PIPELINES LTD,2012-03-23,3500,2,PETER KRUSELNICKI,,BC UNITED,,
TRANSCANADA PIPELINES LTD,2012-07-05,5000,2,PETER KRUSELNICKI,,BC UNITED,,
TRANSCANADA PIPELINES LTD,2012-10-04,3500,2,PETER KRUSELNICKI,,BC UNITED,,
TRANSCANADA PIPELINES LTD,2012-12-31,3500,2,PETER KRUSELNICKI,,BC UNITED,,
TRANS-PAC FIBRE INC,2012-03-01,1500,2,,,BC UNITED,,
TRANS-PAC FIBRE INC,2012-05-08,5000,2,,,BC UNITED,,
TRANSPEACE CONSTRUCTION (1987) LTD,2012-09-19,1000,2,,,BC UNITED,,
TREASURE COVE HOTEL DIV OF HOCO PROPERTIES INC,2012-02-29,850,2,,,BC UNITED,,
TRANSCANADA PIPELINES,2012-10-31,275,2,,,BC UNITED,,
TRIBRINK CONTRACTING LTD,2012-11-23,1500,2,,,BC UNITED,,
TRI-KON PRECAST PRODUCTS LTD,2012-06-29,600,2,,,BC UNITED,,
TRILOGY PROPERTIES VI CORP,2012-01-18,1000,2,,,BC UNITED,,
TRILOGY PROPERTIES VI CORP,2012-02-20,500,2,,,BC UNITED,,
TRILOGY PROPERTIES VI CORP,2012-02-20,1000,2,,,BC UNITED,,
TRILOGY PROPERTIES VI CORP,2012-03-13,1000,2,,,BC UNITED,,
TRILOGY PROPERTIES VI CORP,2012-04-10,300,2,,,BC UNITED,,
TRILOGY PROPERTIES VI CORP,2012-04-17,1000,2,,,BC UNITED,,
TRILOGY PROPERTIES VI CORP,2012-04-17,3500,2,,,BC UNITED,,
TRILOGY PROPERTIES VI CORP,2012-05-22,1000,2,,,BC UNITED,,
TRILOGY PROPERTIES VI CORP,2012-08-01,1000,2,,,BC UNITED,,
TRILOGY PROPERTIES VI CORP,2012-08-17,1000,2,,,BC UNITED,,
TRILOGY PROPERTIES VI CORP,2012-09-19,1000,2,,,BC UNITED,,
TRILOGY PROPERTIES VI CORP,2012-10-31,1000,2,,,BC UNITED,,
TRILOGY PROPERTIES VI CORP,2012-11-16,1000,2,,,BC UNITED,,
TRILOGY PROPERTIES VI CORP,2012-12-21,1000,2,,,BC UNITED,,
TRIOLOGY GROUP OF CO,2012-04-04,600,2,,,BC UNITED,,
TRIOLOGY GROUP OF CO,2012-06-29,1000,2,,,BC UNITED,,
TRIOLOGY GROUP OF CO,2012-06-29,1000,2,,,BC UNITED,,
TRI-STAR SEAFOOD SUPPLY LTD,2012-11-29,300,2,,,BC UNITED,,
TRI-STAR SEAFOOD SUPPLY LTD,2012-12-07,200,2,,,BC UNITED,,
TRI-STAR SEAFOOD SUPPLY LTD,2012-12-07,500,2,,,BC UNITED,,
TROJAN SAFETY SERVICES LTD,2012-09-19,2500,2,,,BC UNITED,,
TSI TERMINAL SYSTEMS INC,2012-03-22,7500,2,ELLEN HARVEY,MICHAEL MOORE,BC UNITED,,
TSI TERMINAL SYSTEMS INC,2012-05-31,700,2,ELLEN HARVEY,MICHAEL MOORE,BC UNITED,,
TUNDRA DISTRIBUTORS LTD,2012-10-04,500,2,,,BC UNITED,,
TUNG FUNG ENTERPRISES INC,2012-04-19,50,2,BENNIE YUNG,,BC UNITED,,
TUNG FUNG ENTERPRISES INC,2012-04-19,1800,2,BENNIE YUNG,,BC UNITED,,
TUNG FUNG ENTERPRISES INC,2012-05-22,350,2,BENNIE YUNG,,BC UNITED,,
TUYA ENERGY INC,2012-04-11,2000,2,,,BC UNITED,,
TWIN ANCHORS MARINE (1977) LTD,2012-08-30,600,2,,,BC UNITED,,
TWIN ANCHORS MARINE (1977) LTD,2012-09-19,4000,2,,,BC UNITED,,
TWIN ANCHORS MARINE (1977) LTD,2012-12-21,1100,2,,,BC UNITED,,
TWIN RIVERS DEVELOPMENTS LTD,2012-10-31,500,2,NEAL MAYERT,,BC UNITED,,
TYCON STEEL INC,2012-07-11,300,2,RICHARD WALT,,BC UNITED,,
TY-CROP MANUFACTURING LTD,2012-03-23,5000,2,,,BC UNITED,,
