DateTime,Occurred_Time_From,Description,district,100 Block,Lat,Long
4-29-10 1:00 AM,100,THEFT BICYCLE UNDER $5000,1,100 DRAKE ST,49.2719522,-123.1213996
4-29-10 8:45 AM,845,THEFT BICYCLE UNDER $5000,4,700 W BROADWAY AVE,49.2631613,-123.1200612
4-29-10 10:30 AM,1030,THEFT BICYCLE UNDER $5000,4,400 W 12TH AVE,49.2603855,-123.1131101
4-29-10 3:44 PM,1544,THEFT BICYCLE UNDER $5000,2,300 POWELL ST,49.2827475,-123.0975859
4-29-10 5:00 PM,1700,THEFT BICYCLE UNDER $5000,1,GRANVILLE ST / HELMCKEN ST,49.278201,-123.1245934
4-29-10 5:30 PM,1730,THEFT BICYCLE UNDER $5000,4,900 W BROADWAY AVE,49.2633406,-123.1245499
4-29-10 7:15 PM,1915,THEFT BICYCLE UNDER $5000,4,CAMBIE ST / W 7TH AVE,49.2649139,-123.1146963
4-29-10 9:30 PM,2130,THEFT BICYCLE UNDER $5000,1,1000 HOMER ST,49.2773369,-123.1201873
4-29-10 9:36 PM,2136,THEFT BICYCLE UNDER $5000,3,1300 E 13TH AVE,49.2587207,-123.0778095
4-30-10 4:35 AM,435,THEFT BICYCLE UNDER $5000,3,4500 PICTON ST,49.243911,-123.0396686
4-30-10 8:22 AM,822,THEFT BICYCLE UNDER $5000,2,300 TERMINAL AVE,49.2723919,-123.0981408
4-30-10 9:56 AM,956,THEFT BICYCLE UNDER $5000,2,600 PRIOR ST,49.2766091,-123.0915912
4-30-10 1:50 PM,1350,THEFT BICYCLE UNDER $5000,4,CAMBIE ST / W 7TH AVE,49.2649139,-123.1146963
4-30-10 4:30 PM,1630,THEFT BICYCLE UNDER $5000,1,500 BEACH CRES,49.2732357,-123.1285209
4-30-10 6:51 PM,1851,THEFT BICYCLE UNDER $5000,4,2300 CAMBIE ST,49.2648783,-123.1146773
2005-01-10 0:00,0,THEFT BICYCLE UNDER $5000,3,100 E 16TH AVE,49.2565942,-123.1031401
2005-01-10 12:00,1200,THEFT BICYCLE UNDER $5000,3,900 E 17TH AVE,49.2555171,-123.0900921
2005-01-10 15:30,1530,THEFT BICYCLE UNDER $5000,4,HEATHER ST / W BROADWAY AVE,49.2632911,-123.1198761
2005-01-10 16:00,1600,THEFT BICYCLE UNDER $5000,1,1100 GILFORD ST,49.2893534,-123.1417231
2005-01-10 17:00,1700,THEFT BICYCLE UNDER $5000,1,1100 JERVIS ST,49.2835051,-123.1338528
2005-02-10 13:00,1300,THEFT BICYCLE UNDER $5000,4,4800 GRANVILLE ST,49.2427527,-123.1392689
2005-02-10 17:30,1730,THEFT BICYCLE UNDER $5000,1,1100 BURNABY ST,49.2797459,-123.1323765
2005-03-10 13:00,1300,THEFT BICYCLE UNDER $5000,4,CAMBIE ST / W BROADWAY AVE,49.2632359,-123.1150281
2005-03-10 15:53,1553,THEFT BICYCLE UNDER $5000,4,800 W 12TH AVE,49.260502,-123.1218318
2005-03-10 21:30,2130,THEFT BICYCLE UNDER $5000,1,700 PACIFIC BLVD,49.2762069,-123.1101398
2005-04-10 9:00,900,THEFT BICYCLE UNDER $5000,4,STEPHENS ST / W 4TH AVE,49.2683471,-123.1663563
2005-04-10 14:07,1407,THEFT BICYCLE UNDER $5000,2,100 WATER ST,49.2838562,-123.1065416
2005-04-10 15:00,1500,THEFT BICYCLE UNDER $5000,2,100 ABBOTT ST,49.2843442,-123.1061882
2005-04-10 18:35,1835,THEFT BICYCLE UNDER $5000,3,0 KINGSWAY,49.26461,-123.10108
2005-04-10 21:00,2100,THEFT BICYCLE UNDER $5000,1,1000 HORNBY ST,49.2802615,-123.1255384
2005-05-10 8:15,815,THEFT BICYCLE UNDER $5000,1,800 SMITHE ST,49.281314,-123.122857
2005-05-10 8:30,830,THEFT BICYCLE UNDER $5000,4,3900 W 16TH AVE,49.2579124,-123.1910772
2005-05-10 16:00,1600,THEFT BICYCLE UNDER $5000,1,GRANVILLE ST / SMITHE ST,49.2803106,-123.121405
2005-06-10 6:00,600,THEFT BICYCLE UNDER $5000,1,900 W HASTINGS ST,49.2868008,-123.1162032
2005-06-10 8:00,800,THEFT BICYCLE UNDER $5000,4,3400 W 30TH AVE,49.2451785,-123.1801506
2005-06-10 8:30,830,THEFT BICYCLE UNDER $5000,4,BURRARD ST / W BROADWAY AVE,49.2637357,-123.1457538
2005-06-10 14:00,1400,THEFT BICYCLE UNDER $5000,4,1500 W 2ND AVE,49.269648,-123.1390246
2005-06-10 14:00,1400,THEFT BICYCLE UNDER $5000,4,1500 W 2ND AVE,49.269648,-123.1390246
2005-06-10 15:10,1510,THEFT BICYCLE UNDER $5000,4,2500 CAMBIE ST,49.2642358,-123.1146667
2005-06-10 18:30,1830,THEFT BICYCLE UNDER $5000,1,900 SEYMOUR ST,49.279544,-123.120432
2005-07-10 0:00,0,THEFT BICYCLE UNDER $5000,4,3000 W 4TH AVE,49.2684141,-123.1720912
2005-07-10 8:30,830,THEFT BICYCLE UNDER $5000,1,1000 W GEORGIA ST,49.2844808,-123.1212127
2005-07-10 17:00,1700,THEFT BICYCLE UNDER $5000,4,1700 W 3RD AVE,49.2688623,-123.1433132
2005-07-10 18:29,1829,THEFT BICYCLE UNDER $5000,2,1500 MAIN ST,49.2716061,-123.100142
2005-07-10 20:15,2015,THEFT BICYCLE UNDER $5000,1,DUNSMUIR ST / SEYMOUR ST,49.2829861,-123.1154242
2005-08-10 9:06,906,THEFT BICYCLE UNDER $5000,1,800 DENMAN ST,49.291466,-123.1354743
2005-08-10 11:30,1130,THEFT BICYCLE UNDER $5000,4,2100 W BROADWAY AVE,49.2637723,-123.1529922
2005-08-10 12:30,1230,THEFT BICYCLE UNDER $5000,1,900 BEATTY ST,49.2764821,-123.1156081
2005-08-10 14:00,1400,THEFT BICYCLE UNDER $5000,4,100 W BROADWAY AVE,49.2630401,-123.1069558
2005-08-10 15:00,1500,THEFT BICYCLE UNDER $5000,4,1400 ANDERSON ST,49.2699112,-123.1370577
2005-08-10 15:00,1500,THEFT BICYCLE UNDER $5000,3,PRINCE ALBERT ST / E 45TH AVE,49.2291236,-123.0878882
2005-08-10 15:05,1505,THEFT BICYCLE UNDER $5000,1,1200 JERVIS ST,49.2821095,-123.1359595
2005-08-10 17:30,1730,THEFT BICYCLE UNDER $5000,4,1400 ANDERSON ST,49.2699112,-123.1370577
2005-08-10 18:00,1800,THEFT BICYCLE UNDER $5000,1,1100 HOWE ST,49.2788193,-123.1256981
2005-08-10 23:00,2300,THEFT BICYCLE UNDER $5000,3,2900 E 54TH AVE,49.2201926,-123.0451136
2005-09-10 18:04,1804,THEFT BICYCLE UNDER $5000,1,500 SMITHE ST,49.2790386,-123.1194853
2005-09-10 22:00,2200,THEFT BICYCLE UNDER $5000,1,0 SMITHE MEWS,49.274152,-123.1119497
2005-10-10 15:05,1505,THEFT BICYCLE UNDER $5000,4,100 W BROADWAY AVE,49.2630401,-123.1069558
2005-10-10 18:15,1815,THEFT BICYCLE UNDER $5000,4,2200 CAMBIE ST,49.2659217,-123.1147031
2005-10-10 21:09,2109,THEFT BICYCLE UNDER $5000,3,1700 E 10TH AVE,49.2613603,-123.0699672
2005-10-10 22:00,2200,THEFT BICYCLE UNDER $5000,3,1700 E 10TH AVE,49.2613603,-123.0699672
2005-11-10 18:00,1800,THEFT BICYCLE UNDER $5000,1,500 BEATTY ST,49.2811988,-123.1084768
2005-11-10 21:00,2100,THEFT BICYCLE UNDER $5000,3,COMMERCIAL DR / E BROADWAY AVE,49.2623855,-123.0697676
2005-12-10 8:00,800,THEFT BICYCLE UNDER $5000,4,3000 WILLOW ST,49.2586515,-123.1219627
2005-12-10 8:00,800,THEFT BICYCLE UNDER $5000,2,ALEXANDER ST / MAIN ST,49.2840963,-123.099504
2005-12-10 18:25,1825,THEFT BICYCLE UNDER $5000,2,1500 MAIN ST,49.2716061,-123.100142
2005-12-10 21:33,2133,THEFT BICYCLE UNDER $5000,3,1700 E 10TH AVE,49.2613603,-123.0699672
2005-12-10 22:00,2200,THEFT BICYCLE UNDER $5000,3,2800 PRINCE ALBERT ST,49.2601857,-123.0871776
2005-12-10 22:19,2219,THEFT BICYCLE UNDER $5000,3,1700 E 10TH AVE,49.2613603,-123.0699672
5-13-10 9:18 AM,918,THEFT BICYCLE UNDER $5000,1,1700 NELSON ST,49.2882522,-123.1369249
5-13-10 5:30 PM,1730,THEFT BICYCLE UNDER $5000,1,900 CAMBIE ST,49.2772129,-123.1164502
5-13-10 6:00 PM,1800,THEFT BICYCLE UNDER $5000,1,700 DRAKE ST,49.2761276,-123.1278442
5-13-10 9:43 PM,2143,THEFT BICYCLE UNDER $5000,2,600 E GEORGIA ST,49.2784286,-123.0914901
5-14-10 1:00 PM,1300,THEFT BICYCLE UNDER $5000,1,1000 W WATERFRONT RD,49.2885464,-123.1187093
5-14-10 3:50 PM,1550,THEFT BICYCLE UNDER $5000,4,2700 CAMBIE ST,49.2604099,-123.1148946
5-14-10 6:00 PM,1800,THEFT BICYCLE UNDER $5000,4,1600 W 8TH AVE,49.2645402,-123.1412114
5-14-10 7:00 PM,1900,THEFT BICYCLE UNDER $5000,1,900 COOPERAGE WAY,49.2742735,-123.1130119
5-14-10 9:30 PM,2130,THEFT BICYCLE UNDER $5000,4,CAMBIE ST / W BROADWAY AVE,49.2632359,-123.1150281
5-15-10 12:00 AM,0,THEFT BICYCLE UNDER $5000,1,1500 NELSON ST,49.2866238,-123.1343712
5-15-10 11:30 AM,1130,THEFT BICYCLE UNDER $5000,1,900 GRANVILLE ST,49.2801633,-123.1213717
5-15-10 1:30 PM,1330,THEFT BICYCLE UNDER $5000,4,2100 W BROADWAY AVE,49.2637723,-123.1529922
5-15-10 2:00 PM,1400,THEFT BICYCLE UNDER $5000,2,100 W CORDOVA ST,49.2829625,-123.1068814
5-15-10 5:00 PM,1700,THEFT BICYCLE UNDER $5000,2,100 W HASTINGS ST,49.2820148,-123.1073258
5-15-10 6:30 PM,1830,THEFT BICYCLE UNDER $5000,4,3400 MAIN ST,49.2547829,-123.1009494
5-15-10 8:30 PM,2030,THEFT BICYCLE UNDER $5000,2,900 COMMERCIAL DR,49.2764912,-123.0694652
5-15-10 11:00 PM,2300,THEFT BICYCLE UNDER $5000,2,900 MAIN ST,49.2750524,-123.0998257
5-16-10 9:20 AM,920,THEFT BICYCLE UNDER $5000,2,500 ATLANTIC ST,49.2757713,-123.0917527
5-16-10 10:28 AM,1028,THEFT BICYCLE UNDER $5000,1,600 BURRARD ST,49.2855168,-123.1194116
5-16-10 6:00 PM,1800,THEFT BICYCLE UNDER $5000,4,1500 W 7TH AVE,49.2653383,-123.1386088
5-16-10 7:24 PM,1924,THEFT BICYCLE UNDER $5000,1,900 BEATTY ST,49.2764821,-123.1156081
5-17-10 1:37 AM,137,THEFT BICYCLE UNDER $5000,2,100 KEEFER PL,49.2798055,-123.1082595
5-17-10 9:30 AM,930,THEFT BICYCLE UNDER $5000,1,200 W PENDER ST,49.2812313,-123.1083844
5-17-10 1:00 PM,1300,THEFT BICYCLE UNDER $5000,4,3400 CAMBIE ST,49.254943,-123.1150686
5-17-10 1:00 PM,1300,THEFT BICYCLE UNDER $5000,1,BUTE ST / W GEORGIA ST,49.2871377,-123.1252808
5-17-10 7:55 PM,1955,THEFT BICYCLE UNDER $5000,3,3300 KINGSWAY,49.2300545,-123.0045544
5-17-10 9:00 PM,2100,THEFT BICYCLE UNDER $5000,4,1000 W 29TH AVE,49.2454449,-123.1392213
5-17-10 9:30 PM,2130,THEFT BICYCLE UNDER $5000,1,900 BEATTY ST,49.2764821,-123.1156081
5-18-10 12:00 AM,0,THEFT BICYCLE UNDER $5000,4,1000 W 16TH AVE,49.2570098,-123.1387988
5-18-10 8:30 AM,830,THEFT BICYCLE UNDER $5000,4,1600 JOHNSTON ST,49.2719744,-123.135084
5-18-10 12:00 PM,1200,THEFT BICYCLE UNDER $5000,1,1100 STANLEY PARK DR,49.2977266,-123.1311747
5-18-10 3:00 PM,1500,THEFT BICYCLE UNDER $5000,4,2000 CAMBIE STREET BRDG,49.2717619,-123.1149332
5-18-10 7:00 PM,1900,THEFT BICYCLE UNDER $5000,1,900 BURRARD ST,49.281874,-123.124402
5-20-10 1:00 AM,100,THEFT BICYCLE UNDER $5000,4,1500 W 32ND AVE,49.2437419,-123.139108
5-20-10 4:00 PM,1600,THEFT BICYCLE UNDER $5000,4,1400 W 8TH AVE,49.2644638,-123.1361832
5-20-10 4:56 PM,1656,THEFT BICYCLE UNDER $5000,2,900 COMMERCIAL DR,49.2764912,-123.0694652
5-20-10 5:30 PM,1730,THEFT BICYCLE UNDER $5000,3,GLEN DR / KINGSWAY,49.25297,-123.08177
5-20-10 7:25 PM,1925,THEFT BICYCLE UNDER $5000,4,1500 W 14TH AVE,49.2589081,-123.1388475
5-21-10 4:21 AM,421,THEFT BICYCLE UNDER $5000,1,1000 GRANVILLE ST,49.2791968,-123.1230714
5-21-10 3:00 PM,1500,THEFT BICYCLE UNDER $5000,1,600 GRANVILLE ST,49.283576,-123.1165113
5-21-10 5:00 PM,1700,THEFT BICYCLE UNDER $5000,4,500 W 27TH AVE,49.2470159,-123.1158559
5-21-10 6:00 PM,1800,THEFT BICYCLE UNDER $5000,4,500 W 12TH AVE,49.260068,-123.1152617
5-21-10 10:37 PM,2237,THEFT BICYCLE UNDER $5000,2,600 ABBOTT ST,49.2796864,-123.1075819
5-21-10 11:00 PM,2300,THEFT BICYCLE UNDER $5000,2,300 WATER ST,49.2839614,-123.1072798
5-22-10 8:15 AM,815,THEFT BICYCLE UNDER $5000,1,1200 BROUGHTON ST,49.2837012,-123.1362827
5-22-10 11:00 AM,1100,THEFT BICYCLE UNDER $5000,1,1300 THURLOW ST,49.2796722,-123.1322473
5-22-10 12:00 PM,1200,THEFT BICYCLE UNDER $5000,3,800 E 16TH AVE,49.2564195,-123.09007
5-22-10 3:00 PM,1500,THEFT BICYCLE UNDER $5000,1,1700 BEACH AVE,49.2866438,-123.1424929
5-22-10 3:30 PM,1530,THEFT BICYCLE UNDER $5000,4,GRANVILLE ST / W BROADWAY AVE,49.2636502,-123.1385567
5-22-10 5:00 PM,1700,THEFT BICYCLE UNDER $5000,4,CAMBIE ST / W 7TH AVE,49.2649139,-123.1146963
5-22-10 6:00 PM,1800,THEFT BICYCLE UNDER $5000,4,1900 W 1ST AVE,49.2706887,-123.1479878
5-22-10 11:00 PM,2300,THEFT BICYCLE UNDER $5000,4,1000 W 7TH AVE,49.2651693,-123.1266458
5-23-10 12:40 PM,1240,THEFT BICYCLE UNDER $5000,1,1000 BEACH AVE,49.275995,-123.133781
5-23-10 9:21 PM,2121,THEFT BICYCLE UNDER $5000,3,3000 E 19TH AVE,49.2531396,-123.0414591
5-24-10 1:00 AM,100,THEFT BICYCLE UNDER $5000,1,1500 NELSON ST,49.2866238,-123.1343712
5-24-10 4:30 PM,1630,THEFT BICYCLE UNDER $5000,4,1500 JOHNSTON ST,49.2719744,-123.135084
5-24-10 6:00 PM,1800,THEFT BICYCLE UNDER $5000,4,2100 MACDONALD ST,49.267476,-123.1683285
5-24-10 6:30 PM,1830,THEFT BICYCLE UNDER $5000,4,4000 W 19TH AVE,49.2556076,-123.1934157
5-24-10 7:00 PM,1900,THEFT BICYCLE UNDER $5000,1,900 BURRARD ST,49.281874,-123.124402
5-24-10 7:15 PM,1915,THEFT BICYCLE UNDER $5000,4,1900 W BROADWAY AVE,49.263605,-123.1483428
5-24-10 7:30 PM,1930,THEFT BICYCLE UNDER $5000,2,2200 E 5TH AVE,49.265909,-123.060124
5-25-10 4:40 AM,440,THEFT BICYCLE UNDER $5000,1,500 BEATTY ST,49.2811988,-123.1084768
5-25-10 12:00 PM,1200,THEFT BICYCLE UNDER $5000,1,1200 BROUGHTON ST,49.2837012,-123.1362827
5-25-10 3:30 PM,1530,THEFT BICYCLE UNDER $5000,1,600 W CORDOVA ST,49.2855014,-123.1121486
5-25-10 8:00 PM,2000,THEFT BICYCLE UNDER $5000,1,1100 BURNABY ST,49.2797459,-123.1323765
5-25-10 8:10 PM,2010,THEFT BICYCLE UNDER $5000,4,500 SW MARINE DR,49.2087392,-123.1202499
5-26-10 1:00 AM,100,THEFT BICYCLE UNDER $5000,1,1300 JERVIS ST,49.282089,-123.1359912
5-26-10 6:45 PM,1845,THEFT BICYCLE UNDER $5000,3,3400 KINGSWAY,49.230052,-123.0045466
5-27-10 12:00 AM,0,THEFT BICYCLE UNDER $5000,4,200 W 12TH AVE,49.2603276,-123.1094301
5-27-10 5:04 PM,1704,THEFT BICYCLE UNDER $5000,1,1200 SEYMOUR ST,49.2764524,-123.125262
5-27-10 5:30 PM,1730,THEFT BICYCLE UNDER $5000,4,CAMBIE ST / W 8TH AVE,49.2641129,-123.1149375
5-28-10 8:45 AM,845,THEFT BICYCLE UNDER $5000,4,900 W 28TH AVE,49.2463124,-123.1275051
5-28-10 9:07 AM,907,THEFT BICYCLE UNDER $5000,1,700 W GEORGIA ST,49.2806956,-123.1185011
5-28-10 3:00 PM,1500,THEFT BICYCLE UNDER $5000,1,1100 BIDWELL ST,49.2871991,-123.138604
5-28-10 7:00 PM,1900,THEFT BICYCLE UNDER $5000,4,ALMA ST / W BROADWAY AVE,49.2643679,-123.1858577
5-28-10 9:05 PM,2105,THEFT BICYCLE UNDER $5000,4,2300 CAMBIE ST,49.2648783,-123.1146773
5-28-10 10:00 PM,2200,THEFT BICYCLE UNDER $5000,4,3000 W 16TH AVE,49.2575943,-123.1702516
5-28-10 11:00 PM,2300,THEFT BICYCLE UNDER $5000,2,VENABLES ST / VICTORIA DR,49.2766414,-123.0656064
5-29-10 12:00 AM,0,THEFT BICYCLE UNDER $5000,4,100 W 47TH AVE,49.2276786,-123.1084675
5-29-10 12:00 PM,1200,THEFT BICYCLE UNDER $5000,2,2200 PANDORA ST,49.2829616,-123.0596271
5-29-10 5:00 PM,1700,THEFT BICYCLE UNDER $5000,4,4100 MAIN ST,49.2538883,-123.1008901
5-29-10 7:00 PM,1900,THEFT BICYCLE UNDER $5000,2,1600 ADANAC ST,49.2775879,-123.0726304
5-29-10 9:00 PM,2100,THEFT BICYCLE UNDER $5000,1,900 MAINLAND ST,49.27664,-123.11895
5-30-10 11:00 AM,1100,THEFT BICYCLE UNDER $5000,2,MAIN ST / TERMINAL AVE,49.2727191,-123.0999394
5-30-10 1:25 PM,1325,THEFT BICYCLE UNDER $5000,4,CAMBIE ST / W 8TH AVE,49.2641129,-123.1149375
5-31-10 10:30 AM,1030,THEFT BICYCLE UNDER $5000,4,1500 W 2ND AVE,49.269648,-123.1390246
5-31-10 3:30 PM,1530,THEFT BICYCLE UNDER $5000,4,1700 W 7TH AVE,49.2654233,-123.1434465
5-31-10 5:00 PM,1700,THEFT BICYCLE UNDER $5000,4,2400 W 33RD AVE,49.2422319,-123.1612523
5-31-10 6:00 PM,1800,THEFT BICYCLE UNDER $5000,2,300 CARRALL ST,49.2824255,-123.1043335
5-31-10 6:47 PM,1847,THEFT BICYCLE UNDER $5000,2,1500 E PENDER ST,49.2803249,-123.0740353
5-31-10 7:30 PM,1930,THEFT BICYCLE UNDER $5000,4,900 W 14TH AVE,49.2586777,-123.1244623
2006-01-10 0:00,0,THEFT BICYCLE UNDER $5000,2,100 KEEFER PL,49.2798055,-123.1082595
2006-01-10 0:00,0,THEFT BICYCLE UNDER $5000,3,200 E 2ND AVE,49.2697717,-123.1052828
2006-01-10 0:00,0,THEFT BICYCLE UNDER $5000,1,500 BEATTY ST,49.2811988,-123.1084768
2006-01-10 12:20,1220,THEFT BICYCLE UNDER $5000,4,800 W 12TH AVE,49.260502,-123.1218318
2006-01-10 21:00,2100,THEFT BICYCLE UNDER $5000,4,2500 WALLACE CRES,49.2650717,-123.1933959
2006-02-10 14:30,1430,THEFT BICYCLE UNDER $5000,1,700 W HASTINGS ST,49.285265,-123.1138271
2006-02-10 18:30,1830,THEFT BICYCLE UNDER $5000,4,4400 OAK ST,49.2061899,-123.1302997
2006-03-10 0:00,0,THEFT BICYCLE UNDER $5000,1,1000 EXPO BLVD,49.2764234,-123.1139765
2006-03-10 9:15,915,THEFT BICYCLE UNDER $5000,2,0 E CORDOVA ST,49.2824447,-123.1042543
2006-04-10 12:35,1235,THEFT BICYCLE UNDER $5000,4,1600 W 1ST AVE,49.2705834,-123.1413772
2006-04-10 18:00,1800,THEFT BICYCLE UNDER $5000,2,700 TEMPLETON DR,49.2782966,-123.0599481
2006-04-10 18:30,1830,THEFT BICYCLE UNDER $5000,1,100 ROUNDHOUSE MEWS,49.272956,-123.1222652
2006-04-10 20:00,2000,THEFT BICYCLE UNDER $5000,1,700 HAMILTON ST,49.2799327,-123.114514
2006-04-10 20:00,2000,THEFT BICYCLE UNDER $5000,4,2300 CYPRESS ST,49.2655627,-123.1480421
2006-04-10 22:00,2200,THEFT BICYCLE UNDER $5000,4,MAIN ST / E 41ST AVE,49.2331342,-123.101516
2006-05-10 0:00,0,THEFT BICYCLE UNDER $5000,4,3900 W 13TH AVE,49.2608234,-123.1909049
2006-05-10 20:28,2028,THEFT BICYCLE UNDER $5000,1,BARCLAY ST / DENMAN ST,49.290075,-123.137564
2006-05-10 20:30,2030,THEFT BICYCLE UNDER $5000,4,1300 CARTWRIGHT ST,49.2697945,-123.1338688
2006-06-10 15:00,1500,THEFT BICYCLE UNDER $5000,4,1400 ANDERSON ST,49.2699112,-123.1370577
2006-06-10 19:00,1900,THEFT BICYCLE UNDER $5000,4,1400 ANDERSON ST,49.2699112,-123.1370577
2006-07-10 0:00,0,THEFT BICYCLE UNDER $5000,1,1100 CARDERO ST,49.2861381,-123.1372411
2006-07-10 10:00,1000,THEFT BICYCLE UNDER $5000,1,BURRARD ST / NELSON ST,49.2811874,-123.1259894
2006-07-10 10:45,1045,THEFT BICYCLE UNDER $5000,3,300 E BROADWAY AVE,49.2628415,-123.0990902
2006-07-10 18:18,1818,THEFT BICYCLE UNDER $5000,4,1800 FIR ST,49.2696661,-123.140774
2006-07-10 19:00,1900,THEFT BICYCLE UNDER $5000,1,1000 HARWOOD ST,49.2777514,-123.1314136
2006-07-10 19:00,1900,THEFT BICYCLE UNDER $5000,1,1600 DAVIE ST,49.2852764,-123.1387399
2006-08-10 16:00,1600,THEFT BICYCLE UNDER $5000,2,300 TERMINAL AVE,49.2723919,-123.0981408
2006-08-10 19:30,1930,THEFT BICYCLE UNDER $5000,1,900 BEATTY ST,49.2764821,-123.1156081
2006-08-10 21:00,2100,THEFT BICYCLE UNDER $5000,2,100 MILROSS AVE,49.2760645,-123.1020796
2006-08-10 21:16,2116,THEFT BICYCLE UNDER $5000,2,700 MAIN ST,49.2782798,-123.0997581
2006-08-10 21:30,2130,THEFT BICYCLE UNDER $5000,1,800 GRIFFITHS WAY,49.2777744,-123.1085205
2006-08-10 22:00,2200,THEFT BICYCLE UNDER $5000,2,700 MAIN ST,49.2782798,-123.0997581
2006-09-10 3:00,300,THEFT BICYCLE UNDER $5000,2,0 W PENDER ST,49.2805977,-123.1049393
2006-09-10 4:27,427,THEFT BICYCLE UNDER $5000,2,400 JACKSON AVE,49.2811841,-123.0933989
2006-09-10 6:00,600,THEFT BICYCLE UNDER $5000,4,OAK ST / W 14TH AVE,49.2587343,-123.1267641
2006-09-10 19:30,1930,THEFT BICYCLE UNDER $5000,1,900 MAINLAND ST,49.27664,-123.11895
2006-10-10 7:50,750,THEFT BICYCLE UNDER $5000,2,300 UNION ST,49.2776042,-123.096863
2006-10-10 9:30,930,THEFT BICYCLE UNDER $5000,4,900 W 28TH AVE,49.2463124,-123.1275051
2006-10-10 13:30,1330,THEFT BICYCLE UNDER $5000,1,1100 W GEORGIA ST,49.2851682,-123.1221303
2006-10-10 23:00,2300,THEFT BICYCLE UNDER $5000,3,500 E 5TH AVE,49.2661514,-123.0931099
2006-11-10 15:30,1530,THEFT BICYCLE UNDER $5000,4,800 W 6TH AVE,49.265922,-123.121862
2006-11-10 17:30,1730,THEFT BICYCLE UNDER $5000,4,LAUREL ST / W 12TH AVE,49.2605119,-123.1254433
2006-12-10 9:00,900,THEFT BICYCLE UNDER $5000,4,1200 JOHNSTON ST,49.2695403,-123.1319831
2006-12-10 11:00,1100,THEFT BICYCLE UNDER $5000,1,1000 HARO ST,49.2887013,-123.133391
2006-12-10 13:10,1310,THEFT BICYCLE UNDER $5000,2,1900 COMMERCIAL DR,49.267688,-123.0695161
2006-12-10 14:00,1400,THEFT BICYCLE UNDER $5000,4,200 W BROADWAY AVE,49.2631115,-123.109532
2006-12-10 15:00,1500,THEFT BICYCLE UNDER $5000,4,1400 ANDERSON ST,49.2699112,-123.1370577
2006-12-10 15:30,1530,THEFT BICYCLE UNDER $5000,1,BURRARD ST / SMITHE ST,49.2822373,-123.1244002
2006-12-10 16:00,1600,THEFT BICYCLE UNDER $5000,99,1 NK_LOC,, 
2006-12-10 17:36,1736,THEFT BICYCLE UNDER $5000,1,1700 BEACH AVE,49.2866438,-123.1424929
2006-12-10 21:00,2100,THEFT BICYCLE UNDER $5000,2,2000 WOODLAND DR,49.2669503,-123.0735288
6-13-10 1:00 PM,1300,THEFT BICYCLE UNDER $5000,2,1400 QUEBEC ST,49.273098,-123.1016084
6-13-10 5:30 PM,1730,THEFT BICYCLE UNDER $5000,4,1400 CARTWRIGHT ST,49.2701167,-123.1352129
6-13-10 10:30 PM,2230,THEFT BICYCLE UNDER $5000,4,3200 W 4TH AVE,49.268458,-123.1756561
6-13-10 10:51 PM,2251,THEFT BICYCLE UNDER $5000,1,1400 RICHARDS ST,49.2738318,-123.1273135
6-14-10 9:00 AM,900,THEFT BICYCLE UNDER $5000,4,900 W 28TH AVE,49.2463124,-123.1275051
6-14-10 9:15 AM,915,THEFT BICYCLE UNDER $5000,4,4400 OAK ST,49.2061899,-123.1302997
6-14-10 1:01 PM,1301,THEFT BICYCLE UNDER $5000,4,700 W 13TH AVE,49.2595222,-123.1198204
6-14-10 7:30 PM,1930,THEFT BICYCLE UNDER $5000,1,1100 BURNABY ST,49.2797459,-123.1323765
6-15-10 9:30 AM,930,THEFT BICYCLE UNDER $5000,1,1100 MARINASIDE CRES,49.2728853,-123.1200149
6-15-10 11:30 AM,1130,THEFT BICYCLE UNDER $5000,4,700 W BROADWAY AVE,49.2631613,-123.1200612
6-15-10 1:30 PM,1330,THEFT BICYCLE UNDER $5000,4,3500 W 19TH AVE,49.2555522,-123.1818601
6-15-10 6:15 PM,1815,THEFT BICYCLE UNDER $5000,4,2300 CORNWALL AVE,49.2725899,-123.1574655
6-15-10 9:47 PM,2147,THEFT BICYCLE UNDER $5000,4,3000 CROWN ST,49.2599777,-123.1940016
6-16-10 9:00 AM,900,THEFT BICYCLE UNDER $5000,1,BURRARD ST / PACIFIC ST,49.2769767,-123.1323765
6-16-10 9:40 AM,940,THEFT BICYCLE UNDER $5000,2,100 WATER ST,49.2838562,-123.1065416
6-16-10 2:30 PM,1430,THEFT BICYCLE UNDER $5000,1,9100 STANLEY PARK DR,49.2935058,-123.1479132
6-16-10 8:00 PM,2000,THEFT BICYCLE UNDER $5000,3,VICTORIA DR / E 42ND AVE,49.232047,-123.065562
6-16-10 9:00 PM,2100,THEFT BICYCLE UNDER $5000,3,1000 E BROADWAY AVE,49.2624163,-123.08339
6-16-10 9:00 PM,2100,THEFT BICYCLE UNDER $5000,4,1400 ANDERSON ST,49.2699112,-123.1370577
6-17-10 12:00 AM,0,THEFT BICYCLE UNDER $5000,4,600 BUCKETWHEEL AVE,49.26788,-123.118625
6-17-10 1:00 AM,100,THEFT BICYCLE UNDER $5000,4,W 36TH AVE / MARGUERITE ST,49.2390329,-123.1442262
